"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12","stat_13"
"1214","D. Cain","D. Cain","WR","PHI","14","","injury-status","Final W 32-6 @ ATL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1215","R. Izzo","R. Izzo","TE","TEN","13","","injury-status","Final L 13-38 vs ARI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1216","T. Fumagalli","T. Fumagalli","TE","NE","14","","injury-status","Final L 16-17 vs MIA","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1217","D. Ratley","D. Ratley","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1218","K. Johnson","K. Johnson","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1219","J. Scott","J. Scott","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1220","D. Hamilton","D. Hamilton","WR","DEN","11","","injury-status","Final W 27-13 @ NYG","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1221","M. Walton","M. Walton","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1222","K. Lauletta","K. Lauletta","QB","","","","injury-status","BYE","-","612.0","-","-","-","-","-","-","-","-","-","-","-"
"1223","D. Guice","D. Guice","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1224","M. Ateman","M. Ateman","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1225","D. Smith","D. Smith","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1226","S. Noil","S. Noil","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1227","A. Riles","A. Riles","WR","IND","14","","injury-status","Final L 16-28 vs SEA","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1228","S. Howard","S. Howard","QB","SEA","9","","injury-status","Final W 28-16 @ IND","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1229","J. Williams","J. Williams","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1230","A. Appleby","A. Appleby","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1231","F. House","F. House","TE","CHI","10","","injury-status","Final L 14-34 @ LAR","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1232","A. Fulwood","A. Fulwood","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1233","N. Schuessler","N. Schuessler","QB","PIT","7","","injury-status","Final W 23-16 @ BUF","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1234","Z. Terrell","Z. Terrell","QB","BAL","8","","injury-status","Final L 27-33 @ LV","-","315.0","-","-","-","-","-","-","-","-","-","-","-"
"1235","R. Shell","R. Shell","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1236","G. Scantling","G. Scantling","WR","ATL","6","","injury-status","Final L 6-32 vs PHI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1237","D. Virgies","D. Virgies","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1238","G. Coffee","G. Coffee","RB","SF","6","","injury-status","Final W 41-33 @ DET","-","272.0","-","-","-","-","-","-","-","-","-","-","-"
"1239","Q. McDuffie","Q. McDuffie","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1240","C. Daniel","C. Daniel","QB","LAC","7","","injury-status","Final W 20-16 @ WAS","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1241","L. Atkins","L. Atkins","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1242","F. Owusu","F. Owusu","WR","","","NA","injury-status na","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1243","C. Bazile","C. Bazile","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1244","J. Robinson","J. Robinson","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1245","J. Rosen","J. Rosen","QB","ATL","6","","injury-status","Final L 6-32 vs PHI","-","415.0","-","-","-","-","-","-","-","-","-","-","-"
"1246","K. Taylor","K. Taylor","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1247","R. Cracraft","R. Cracraft","WR","SF","6","","injury-status","Final W 41-33 @ DET","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1248","J. Evans","J. Evans","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1249","M. Leidner","M. Leidner","QB","","","","injury-status","BYE","-","317.0","-","-","-","-","-","-","-","-","-","-","-"
"1250","D. Sims","D. Sims","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1251","A. Price","A. Price","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1252","J. Liggins","J. Liggins","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1253","D. Williams","D. Williams","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1254","R. Davis","R. Davis","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1255","G. Hopper","G. Hopper","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1256","K. Lucas","K. Lucas","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1257","J. Staples","J. Staples","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1258","B. Riley","B. Riley","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1259","D. Hampton","D. Hampton","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1260","M. Bracy","M. Bracy","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1261","M. Estes","M. Estes","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1262","B. Radcliff","B. Radcliff","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1263","P. Howard","P. Howard","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1264","N. Iese","N. Iese","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1265","C. Germany","C. Germany","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1266","J. Rounds","J. Rounds","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1267","T. Armstrong Jr.","T. Armstrong Jr.","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1268","D. Victor","D. Victor","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1269","R. Wheelwright","R. Wheelwright","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1270","J. Westerkamp","J. Westerkamp","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1271","J. Seales","J. Seales","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1272","K. Whitfield","K. Whitfield","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1273","B. Cherry","B. Cherry","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1274","D. Hayes","D. Hayes","RB","","","","injury-status","BYE","-","362.0","-","-","-","-","-","-","-","-","-","-","-"
"1275","D. Olson","D. Olson","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1276","D. Llorens","D. Llorens","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1277","A. Zaruba","A. Zaruba","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1278","D. Evans","D. Evans","QB","","","","injury-status","BYE","-","633.0","-","-","-","-","-","-","-","-","-","-","-"
"1279","F. Brown","F. Brown","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1280","C. Posey","C. Posey","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1281","S. Donatell","S. Donatell","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1282","B. Burns","B. Burns","TE","BAL","8","","injury-status","Final L 27-33 @ LV","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1283","C. Pearson","C. Pearson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1284","A. Gray","A. Gray","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1285","J. Bacci","J. Bacci","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1286","S. Cotton","S. Cotton","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1287","B. Houston","B. Houston","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1288","M. Paige","M. Paige","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1289","P. Odom","P. Odom","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1290","S. Ryan","S. Ryan","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1291","G. Pascascio","G. Pascascio","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1292","K. Mabon","K. Mabon","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1293","T. Ferguson","T. Ferguson","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1294","K. Snead","K. Snead","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1295","K. Abdullah","K. Abdullah","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1296","T. Edmunds","T. Edmunds","RB","PIT","7","","injury-status","Final W 23-16 @ BUF","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1297","A. Bailey","A. Bailey","QB","BAL","8","","injury-status","Final L 27-33 @ LV","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1298","L. Clark","L. Clark","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1299","T. Swoopes","T. Swoopes","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1300","D. Rogers","D. Rogers","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1301","A. Brown","A. Brown","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1302","A. Scott","A. Scott","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1303","A. Patton","A. Patton","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1304","E. Jenkins","E. Jenkins","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1305","S. Culkin","S. Culkin","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1306","B. Brown","B. Brown","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1307","C. Thompson","C. Thompson","TE","CAR","13","","injury-status","Final W 19-14 vs NYJ","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1308","K. Johnson","K. Johnson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1309","L. Tillery","L. Tillery","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1310","K. Walker","K. Walker","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1311","I. Mathers","I. Mathers","RB","","","","injury-status","BYE","-","398.3","-","-","-","-","-","-","-","-","-","-","-"
"1312","A. Etta-Tawo","A. Etta-Tawo","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1313","T. Cook","T. Cook","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1314","C. Bluiett","C. Bluiett","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1315","S. Hill","S. Hill","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1316","D. Gray","D. Gray","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1317","Z. Conque","Z. Conque","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1318","E. Baylis","E. Baylis","TE","","","Ques","injury-status questionable","BYE","-","332.0","-","-","-","-","-","-","-","-","-","-","-"
"1319","N. Thomas","N. Thomas","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1320","M. Rector","M. Rector","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1321","D. Ford","D. Ford","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1322","B. Barnes","B. Barnes","TE","","","","injury-status","BYE","-","623.0","-","-","-","-","-","-","-","-","-","-","-"
"1323","K. Sloter","K. Sloter","QB","","","","injury-status","BYE","-","338.3","-","-","-","-","-","-","-","-","-","-","-"
"1324","A. Nash","A. Nash","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1325","B. Brown","B. Brown","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1326","T. McNamara","T. McNamara","TE","","","","injury-status","BYE","-","389.0","-","-","-","-","-","-","-","-","-","-","-"
"1327","F. Stevenson","F. Stevenson","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1328","A. Phillips","A. Phillips","K","","","","injury-status","BYE","-","344.0","-","-","-","-","-","-","-","-","-","-","-"
"1329","T. Gentry","T. Gentry","WR","BUF","7","","injury-status","Final L 16-23 vs PIT","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1330","M. Crabtree","M. Crabtree","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1331","J. Bouagnon","J. Bouagnon","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1332","K. Towbridge","K. Towbridge","TE","","","","injury-status","BYE","-","688.0","-","-","-","-","-","-","-","-","-","-","-"
"1333","D. Shorts","D. Shorts","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1334","J. Johnson","J. Johnson","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1335","J. Croom","J. Croom","TE","PHI","14","","injury-status","Final W 32-6 @ ATL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1336","S. Wroblewski","S. Wroblewski","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1337","J. Summers","J. Summers","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1338","T. Knight","T. Knight","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1339","K. Hogan","K. Hogan","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1340","T. Dural","T. Dural","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1341","D. Redding","D. Redding","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1342","B. Johnson","B. Johnson","WR","","","","injury-status","BYE","-","442.0","-","-","-","-","-","-","-","-","-","-","-"
"1343","G. Marks","G. Marks","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1344","J. Robinson-Woodgett","J. Robinson-Woodgett","RB","","","","injury-status","BYE","-","519.4","-","-","-","-","-","-","-","-","-","-","-"
"1345","T. Stevens","T. Stevens","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1346","A. Moore","A. Moore","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1347","W. Houston","W. Houston","TE","CAR","13","","injury-status","Final W 19-14 vs NYJ","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1348","G. Dieter","G. Dieter","WR","KC","12","","injury-status","Final W 33-29 vs CLE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1349","W. Stanback","W. Stanback","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1350","B. Wilson","B. Wilson","WR","","","","injury-status","BYE","-","419.7","-","-","-","-","-","-","-","-","-","-","-"
"1351","T. Sperbeck","T. Sperbeck","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1352","S. Liufau","S. Liufau","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1353","T. McCloskey","T. McCloskey","RB","","","","injury-status","BYE","-","525.0","-","-","-","-","-","-","-","-","-","-","-"
"1354","K. Cannon","K. Cannon","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1355","V. Bolden","V. Bolden","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1356","K. Hatcher","K. Hatcher","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1357","C. Harris","C. Harris","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1358","B. Estime","B. Estime","WR","","","","injury-status","BYE","-","426.0","-","-","-","-","-","-","-","-","-","-","-"
"1359","A. Carr","A. Carr","WR","","","","injury-status","BYE","-","425.3","-","-","-","-","-","-","-","-","-","-","-"
"1360","R. Shelton","R. Shelton","WR","","","","injury-status","BYE","-","617.3","-","-","-","-","-","-","-","-","-","-","-"
"1361","J. Price","J. Price","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1362","T. Newby","T. Newby","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1363","W. Lunt","W. Lunt","QB","","","","injury-status","BYE","-","611.0","-","-","-","-","-","-","-","-","-","-","-"
"1364","D. Stringfellow","D. Stringfellow","WR","","","","injury-status","BYE","-","505.7","-","-","-","-","-","-","-","-","-","-","-"
"1365","D. Morgan","D. Morgan","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1366","M. Lewis","M. Lewis","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1367","K. Phillips","K. Phillips","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1368","A. Peck","A. Peck","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1369","S. Williams","S. Williams","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1370","M. Madaris","M. Madaris","WR","","","","injury-status","BYE","-","439.0","-","-","-","-","-","-","-","-","-","-","-"
"1371","D. Laufasa","D. Laufasa","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1372","K. Hamilton","K. Hamilton","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1373","F. Ross","F. Ross","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1374","A. Duke","A. Duke","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1375","R. Ortiz","R. Ortiz","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1376","T. Mizzell","T. Mizzell","RB","NYG","10","Ques","injury-status questionable","Final L 13-27 vs DEN","-","582.0","-","-","-","-","-","-","-","-","-","-","-"
"1377","L. Jacobs","L. Jacobs","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1378","J. Natson","J. Natson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1379","J. Lane","J. Lane","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1380","C. Jeter","C. Jeter","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1381","B. Howard","B. Howard","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1382","T. Griffey","T. Griffey","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1383","D. Crossan","D. Crossan","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1384","J. Quick","J. Quick","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1385","S. Orndoff","S. Orndoff","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1386","T. Renew","T. Renew","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1387","J. Magee","J. Magee","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1388","I. Zamora","I. Zamora","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1389","R. Davis","R. Davis","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1390","K. Muhammad","K. Muhammad","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1391","E. McGuire","E. McGuire","RB","KC","12","","injury-status","Final W 33-29 vs CLE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1392","S. Rogers","S. Rogers","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1393","M. Schreck","M. Schreck","TE","CIN","10","","injury-status","Final W 27-24 vs MIN","-","331.0","-","-","-","-","-","-","-","-","-","-","-"
"1394","T. Taylor","T. Taylor","WR","CIN","10","IR","injury-status ir","Final W 27-24 vs MIN","-","546.0","-","-","-","-","-","-","-","-","-","-","-"
"1395","S. Gibson","S. Gibson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1396","D. Yancey","D. Yancey","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1397","B. Hill","B. Hill","RB","SF","6","","injury-status","Final W 41-33 @ DET","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1398","T. Logan","T. Logan","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1399","B. Hodges","B. Hodges","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1400","N. Peterman","N. Peterman","QB","LV","8","","injury-status","Final W 33-27 vs BAL","-","415.7","-","-","-","-","-","-","-","-","-","-","-"
"1401","J. Dobbs","J. Dobbs","QB","PIT","7","","injury-status","Final W 23-16 @ BUF","-","634.0","-","-","-","-","-","-","-","-","-","-","-"
"1402","C. Hansen","C. Hansen","WR","ATL","6","","injury-status","Final L 6-32 vs PHI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1403","J. Chesson","J. Chesson","WR","","","","injury-status","BYE","-","258.0","-","-","-","-","-","-","-","-","-","-","-"
"1404","R. Switzer","R. Switzer","WR","CLE","13","","injury-status","Final L 29-33 @ KC","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1405","J. Malone","J. Malone","WR","GB","13","","injury-status","Final L 3-38 @ NO","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1406","J. Leggett","J. Leggett","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1407","J. Butt","J. Butt","TE","","","","injury-status","BYE","-","396.3","-","-","-","-","-","-","-","-","-","-","-"
"1408","A. Darboh","A. Darboh","WR","","","","injury-status","BYE","-","340.0","-","-","-","-","-","-","-","-","-","-","-"
"1409","C. Williams","C. Williams","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1410","T. Taylor","T. Taylor","WR","","","","injury-status","BYE","-","537.0","-","-","-","-","-","-","-","-","-","-","-"
"1411","C. Henderson","C. Henderson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1412","D. Webb","D. Webb","QB","NYG","10","","injury-status","Final L 13-27 vs DEN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1413","C. Kelly","C. Kelly","QB","","","","injury-status","BYE","-","524.3","-","-","-","-","-","-","-","-","-","-","-"
"1414","J. Williams","J. Williams","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1415","T. Wilson","T. Wilson","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1416","D. Kizer","D. Kizer","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1417","C. Briggs","C. Briggs","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1418","J. Huesman","J. Huesman","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1419","B. Sims","B. Sims","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1420","T. Pope","T. Pope","RB","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1421","N. Truesdell","N. Truesdell","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1422","H. Binford","H. Binford","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1423","K. Thompson","K. Thompson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1424","D. Watford","D. Watford","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1425","E. Wallace","E. Wallace","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1426","G. Griffin","G. Griffin","TE","NO","6","","injury-status","Final W 38-3 vs GB","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1427","R. Horn","R. Horn","WR","","","","injury-status","BYE","-","660.7","-","-","-","-","-","-","-","-","-","-","-"
"1428","K. Coleman","K. Coleman","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1429","R. Morris","R. Morris","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1430","M. McFarland","M. McFarland","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
