"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12"
"2266","H. Presley","H. Presley","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2267","M. Nabers","M. Nabers","WR","NYG","10","Ques","injury-status questionable","Final L 13-27 vs DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"2268","K. Lassiter","K. Lassiter","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2269","D. McBride","D. McBride","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2270","M. Williams","M. Williams","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2271","C. Sutton","C. Sutton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2272","D. Wright","D. Wright","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2273","Z. Mathis","Z. Mathis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2274","M. Muhammad","M. Muhammad","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2275","D. Crum","D. Crum","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2276","L. Krieg","L. Krieg","K","ATL","6","","injury-status","Final L 6-32 vs PHI","-","-","-","-","-","-","-","-","-","-","-","-"
"2277","J. Blue","J. Blue","RB","DAL","7","","injury-status","Final L 29-31 @ TB","-","-","-","-","-","-","-","-","-","-","-","-"
"2278","N. Nash","N. Nash","WR","ATL","6","","injury-status","Final L 6-32 vs PHI","-","-","-","-","-","-","-","-","-","-","-","-"
"2279","J. Hoyland","J. Hoyland","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2280","B. Tuten","B. Tuten","RB","JAX","7","","injury-status","Final L 21-37 @ HOU","-","-","-","-","-","-","-","-","-","-","-","-"
"2281","T. Hoosman","T. Hoosman","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2282","J. Bist","J. Bist","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2283","T. Goodson","T. Goodson","RB","IND","14","Ques","injury-status questionable","Final L 16-28 vs SEA","-","-","-","-","-","-","-","-","-","-","-","-"
"2284","D. Martin","D. Martin","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2285","C. Cota","C. Cota","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2286","W. Howard","W. Howard","QB","PIT","7","IR","injury-status ir","Final W 23-16 @ BUF","-","-","-","-","-","-","-","-","-","-","-","-"
"2287","K. McGowan","K. McGowan","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2288","D. Neal","D. Neal","RB","NO","6","","injury-status","Final W 38-3 vs GB","-","-","-","-","-","-","-","-","-","-","-","-"
"2289","C. Brewer","C. Brewer","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2290","T. DeVito","T. DeVito","QB","NE","14","","injury-status","Final L 16-17 vs MIA","-","-","-","-","-","-","-","-","-","-","-","-"
"2291","D. Daniels","D. Daniels","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2292","D. Wilson","D. Wilson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2293","T. Hunter","T. Hunter","WR, DB - JAX(7)","","","","injury-status","Final L 21-37 @ HOU","-","-","-","-","-","-","-","-","-","-","-","-"
"2294","B. Robinson","B. Robinson","RB","ATL","6","","injury-status","Final L 6-32 vs PHI","-","-","-","-","-","-","-","-","-","-","-","-"
"2295","R. Daniels","R. Daniels","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2296","H. Williams","H. Williams","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2297","D. Miller","D. Miller","RB","NYG","10","","injury-status","Final L 13-27 vs DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"2298","J. Edelman","J. Edelman","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2299","C. McDonald","C. McDonald","WR","","","IR","injury-status ir","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2300","N. Kallerup","N. Kallerup","TE","SEA","9","","injury-status","Final W 28-16 @ IND","-","-","-","-","-","-","-","-","-","-","-","-"
"2301","T. Franklin","T. Franklin","WR","DEN","11","","injury-status","Final W 27-13 @ NYG","-","-","-","-","-","-","-","-","-","-","-","-"
"2302","T. Yassmin","T. Yassmin","TE","LAC","7","","injury-status","Final W 20-16 @ WAS","-","-","-","-","-","-","-","-","-","-","-","-"
"2303","A. Johnson","A. Johnson","RB","LAC","7","","injury-status","Final W 20-16 @ WAS","-","-","-","-","-","-","-","-","-","-","-","-"
"2304","M. Castles","M. Castles","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2305","D. Price","D. Price","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2306","M. Penix","M. Penix","QB","ATL","6","","injury-status","Final L 6-32 vs PHI","-","-","-","-","-","-","-","-","-","-","-","-"
"2307","J. Copenhaver","J. Copenhaver","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2308","M. Mims","M. Mims","WR","DEN","11","Ques","injury-status questionable","Final W 27-13 @ NYG","-","-","-","-","-","-","-","-","-","-","-","-"
"2309","D. Achane","D. Achane","RB","MIA","14","Ques","injury-status questionable","Final W 17-16 @ NE","-","-","-","-","-","-","-","-","-","-","-","-"
"2310","C. Bazelak","C. Bazelak","QB","TB","9","","injury-status","Final W 31-29 vs DAL","-","-","-","-","-","-","-","-","-","-","-","-"
"2311","W. Johnson","W. Johnson","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2312","R. Rice","R. Rice","WR","KC","12","Sus","injury-status sus","Final W 33-29 vs CLE","-","-","-","-","-","-","-","-","-","-","-","-"
"2313","D. Caton","D. Caton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2314","P. Herbert","P. Herbert","TE","JAX","7","","injury-status","Final L 21-37 @ HOU","-","-","-","-","-","-","-","-","-","-","-","-"
"2315","M. Brosmer","M. Brosmer","QB","MIN","7","","injury-status","Final L 24-27 @ CIN","-","-","-","-","-","-","-","-","-","-","-","-"
"2316","T. Tracy","T. Tracy","RB","NYG","10","","injury-status","Final L 13-27 vs DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"2317","T. Pickering","T. Pickering","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2318","B. Gaither","B. Gaither","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2319","K. Turpin","K. Turpin","WR","DAL","7","","injury-status","Final L 29-31 @ TB","-","-","-","-","-","-","-","-","-","-","-","-"
"2320","K. Ingram","K. Ingram","RB","KC","12","IR","injury-status ir","Final W 33-29 vs CLE","-","-","-","-","-","-","-","-","-","-","-","-"
"2321","K. Laborn","K. Laborn","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2322","L. Taylor","L. Taylor","TE","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2323","E. Wilson","E. Wilson","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2324","M. Baldwin","M. Baldwin","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2325","V. Blanchard","V. Blanchard","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2326","A. Armstrong","A. Armstrong","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2327","M. Fairchild","M. Fairchild","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2328","K. Crawford","K. Crawford","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2329","A. Davis","A. Davis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2330","D. Parks","D. Parks","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2331","O. Gordon","O. Gordon","RB","MIA","14","","injury-status","Final W 17-16 @ NE","-","-","-","-","-","-","-","-","-","-","-","-"
"2332","I. Wooden","I. Wooden","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2333","B. Narveson","B. Narveson","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2334","T. Mosley","T. Mosley","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2335","K. Davis","K. Davis","WR","CLE","13","","injury-status","Final L 29-33 @ KC","-","-","-","-","-","-","-","-","-","-","-","-"
"2336","M. Durant","M. Durant","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2337","O. Hiliare","O. Hiliare","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2338","A. Holler","A. Holler","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2339","B. Sims","B. Sims","TE","GB","13","","injury-status","Final L 3-38 @ NO","-","-","-","-","-","-","-","-","-","-","-","-"
"2340","J. Laap","J. Laap","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2341","L. Lenoir","L. Lenoir","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2342","J. Sinz","J. Sinz","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2343","R. Brown","R. Brown","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2344","C. Tyree","C. Tyree","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2345","J. Dangerfield","J. Dangerfield","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2346","X. Guillory","X. Guillory","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2347","R. Awatt","R. Awatt","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2348","L. Bester","L. Bester","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2349","C. Neighbors","C. Neighbors","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2350","T. Holden","T. Holden","WR","DAL","7","","injury-status","Final L 29-31 @ TB","-","-","-","-","-","-","-","-","-","-","-","-"
"2351","A. Wells","A. Wells","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2352","L. Ward","L. Ward","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2353","C. Rodriguez","C. Rodriguez","RB","WAS","9","","injury-status","Final L 16-20 vs LAC","-","-","-","-","-","-","-","-","-","-","-","-"
"2354","S. Bolden","S. Bolden","WR","HOU","10","","injury-status","Final W 37-21 vs JAX","-","-","-","-","-","-","-","-","-","-","-","-"
"2355","Z. Horvath","Z. Horvath","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2356","M. Evans","M. Evans","TE","CAR","13","","injury-status","Final W 19-14 vs NYJ","-","-","-","-","-","-","-","-","-","-","-","-"
"2357","J. Warren","J. Warren","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2358","R. Leonard","R. Leonard","QB","IND","14","","injury-status","Final L 16-28 vs SEA","-","-","-","-","-","-","-","-","-","-","-","-"
"2359","J. Mingo","J. Mingo","WR","DAL","7","IR","injury-status ir","Final L 29-31 @ TB","-","-","-","-","-","-","-","-","-","-","-","-"
"2360","A. Jeanty","A. Jeanty","RB","LV","8","","injury-status","Final W 33-27 vs BAL","-","-","-","-","-","-","-","-","-","-","-","-"
"2361","W. Reichard","W. Reichard","K","MIN","7","","injury-status","Final L 24-27 @ CIN","-","-","-","-","-","-","-","-","-","-","-","-"
"2362","P. Sims","P. Sims","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2363","C. Johnson","C. Johnson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2364","A. Gleichert","A. Gleichert","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2365","R. Keyton","R. Keyton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2366","C. Bauman","C. Bauman","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2367","R. Shaheed","R. Shaheed","WR","NO","6","","injury-status","Final W 38-3 vs GB","-","-","-","-","-","-","-","-","-","-","-","-"
"2368","T. Ayo-Durojaiye","T. Ayo-Durojaiye","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2369","S. McCormick","S. McCormick","RB","SF","6","","injury-status","Final W 41-33 @ DET","-","-","-","-","-","-","-","-","-","-","-","-"
"2370","K. Philips","K. Philips","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2371","J. Plumlee","J. Plumlee","QB","","","IR","injury-status ir","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2372","J. McCarthy","J. McCarthy","QB","MIN","7","","injury-status","Final L 24-27 @ CIN","-","-","-","-","-","-","-","-","-","-","-","-"
"2373","C. Clear","C. Clear","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2374","S. Barnett","S. Barnett","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2375","J. Roberson","J. Roberson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2376","T. Evans","T. Evans","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2377","T. Quitoriano","T. Quitoriano","TE","ATL","6","","injury-status","Final L 6-32 vs PHI","-","-","-","-","-","-","-","-","-","-","-","-"
"2378","J. Williams","J. Williams","RB","TB","9","","injury-status","Final W 31-29 vs DAL","-","-","-","-","-","-","-","-","-","-","-","-"
"2379","K. Ings","K. Ings","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2380","J. Croskey-Merritt","J. Croskey-Merritt","RB","WAS","9","","injury-status","Final L 16-20 vs LAC","-","-","-","-","-","-","-","-","-","-","-","-"
"2381","J. Vann","J. Vann","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2382","S. Scarver","S. Scarver","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2383","J. Bell","J. Bell","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2384","J. Dart","J. Dart","QB","NYG","10","","injury-status","Final L 13-27 vs DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"2385","K. Foelsch","K. Foelsch","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2386","D. Davis","D. Davis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2387","P. Brooks","P. Brooks","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2388","K. Slovis","K. Slovis","QB","ARI","12","","injury-status","Final W 38-13 @ TEN","-","-","-","-","-","-","-","-","-","-","-","-"
"2389","M. Trickett","M. Trickett","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2390","T. Creecy","T. Creecy","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2391","R. Jones","R. Jones","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2392","C. Peoples","C. Peoples","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2393","S. Sanders","S. Sanders","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2394","T. Tucker","T. Tucker","WR","LV","8","","injury-status","Final W 33-27 vs BAL","-","-","-","-","-","-","-","-","-","-","-","-"
"2395","B. Johnson","B. Johnson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2396","D. Anthrop","D. Anthrop","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2397","J. Lane","J. Lane","WR","WAS","9","","injury-status","Final L 16-20 vs LAC","-","-","-","-","-","-","-","-","-","-","-","-"
"2398","D. Cambre","D. Cambre","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2399","C. Tune","C. Tune","QB","GB","13","","injury-status","Final L 3-38 @ NO","-","-","-","-","-","-","-","-","-","-","-","-"
"2400","G. Holani","G. Holani","RB","SEA","9","","injury-status","Final W 28-16 @ IND","-","-","-","-","-","-","-","-","-","-","-","-"
"2401","S. Gosnell","S. Gosnell","WR","BUF","7","","injury-status","Final L 16-23 vs PIT","-","-","-","-","-","-","-","-","-","-","-","-"
"2402","M. Morgan","M. Morgan","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2403","I. Wheeler","I. Wheeler","RB","","","IR","injury-status ir","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2404","J. Burton","J. Burton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2405","Z. Horton","Z. Horton","TE","DET","9","","injury-status","Final L 33-41 vs SF","-","-","-","-","-","-","-","-","-","-","-","-"
"2406","K. Hudson","K. Hudson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2407","J. Mitchell","J. Mitchell","TE","CAR","13","","injury-status","Final W 19-14 vs NYJ","-","-","-","-","-","-","-","-","-","-","-","-"
"2408","P. Olatoke","P. Olatoke","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2409","K. Marks","K. Marks","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2410","T. Sloat","T. Sloat","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2411","H. Dekkers","H. Dekkers","QB","NO","6","","injury-status","Final W 38-3 vs GB","-","-","-","-","-","-","-","-","-","-","-","-"
"2412","J. Rigg","J. Rigg","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2413","C. York","C. York","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2414","J. Janke","J. Janke","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2415","S. Nacua","S. Nacua","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2416","B. Baylor","B. Baylor","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2417","T. DeMorat","T. DeMorat","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2418","T. Greaney","T. Greaney","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2419","T. Hudson","T. Hudson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2420","J. Jackson","J. Jackson","WR","LAC","7","","injury-status","Final W 20-16 @ WAS","-","-","-","-","-","-","-","-","-","-","-","-"
"2421","K. Prather","K. Prather","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2422","C. McClelland","C. McClelland","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2423","C. Dike","C. Dike","WR","TEN","13","","injury-status","Final L 13-38 vs ARI","-","-","-","-","-","-","-","-","-","-","-","-"
"2424","W. Shipley","W. Shipley","RB","PHI","14","","injury-status","Final W 32-6 @ ATL","-","-","-","-","-","-","-","-","-","-","-","-"
"2425","D. Washington","D. Washington","TE","PIT","7","","injury-status","Final W 23-16 @ BUF","-","-","-","-","-","-","-","-","-","-","-","-"
"2426","C. Camper","C. Camper","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2427","B. Willis","B. Willis","TE","SF","6","","injury-status","Final W 41-33 @ DET","-","-","-","-","-","-","-","-","-","-","-","-"
"2428","R. Collins","R. Collins","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2429","M. Corley","M. Corley","WR","CLE","13","","injury-status","Final L 29-33 @ KC","-","-","-","-","-","-","-","-","-","-","-","-"
"2430","J. Mcafee","J. Mcafee","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2431","K. Latu","K. Latu","TE","BUF","7","","injury-status","Final L 16-23 vs PIT","-","-","-","-","-","-","-","-","-","-","-","-"
"2432","J. Baker","J. Baker","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2433","T. Ebner","T. Ebner","RB","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2434","T. Watson","T. Watson","TE","KC","12","","injury-status","Final W 33-29 vs CLE","-","-","-","-","-","-","-","-","-","-","-","-"
"2435","K. Pimpleton","K. Pimpleton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2436","A. Iosivas","A. Iosivas","WR","CIN","10","","injury-status","Final W 27-24 vs MIN","-","-","-","-","-","-","-","-","-","-","-","-"
"2437","D. Carter","D. Carter","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2438","C. Davis","C. Davis","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2439","P. Nacua","P. Nacua","WR","LAR","11","","injury-status","Final W 34-14 vs CHI","-","-","-","-","-","-","-","-","-","-","-","-"
"2440","R. Ouzts","R. Ouzts","RB","SEA","9","","injury-status","Final W 28-16 @ IND","-","-","-","-","-","-","-","-","-","-","-","-"
"2441","L. Rees-Zammit","L. Rees-Zammit","RB","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2442","T. Felton","T. Felton","WR","MIN","7","Ques","injury-status questionable","Final L 24-27 @ CIN","-","-","-","-","-","-","-","-","-","-","-","-"
"2443","S. Ryan","S. Ryan","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2444","C. Ward","C. Ward","QB","TEN","13","","injury-status","Final L 13-38 vs ARI","-","-","-","-","-","-","-","-","-","-","-","-"
"2445","M. Miller","M. Miller","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2446","B. Sinnott","B. Sinnott","TE","WAS","9","","injury-status","Final L 16-20 vs LAC","-","-","-","-","-","-","-","-","-","-","-","-"
"2447","E. Hull","E. Hull","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2448","E. Pancol","E. Pancol","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2449","K. Harris","K. Harris","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2450","N. Wright","N. Wright","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2451","M. Clark","M. Clark","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2452","T. Pratt","T. Pratt","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2453","J. Ngata","J. Ngata","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2454","P. Lutz","P. Lutz","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2455","I. Charles","I. Charles","WR","NYJ","6","PUP","injury-status pup","Final L 14-19 @ CAR","-","-","-","-","-","-","-","-","-","-","-","-"
"2456","D. Wade","D. Wade","WR","BAL","8","IR","injury-status ir","Final L 27-33 @ LV","-","-","-","-","-","-","-","-","-","-","-","-"
"2457","M. Carter","M. Carter","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2458","D. Thompkins","D. Thompkins","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2459","C. Schlee","C. Schlee","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2460","J. Stephens","J. Stephens","TE","DAL","7","IR","injury-status ir","Final L 29-31 @ TB","-","-","-","-","-","-","-","-","-","-","-","-"
"2461","B. Oliver","B. Oliver","WR","TEN","13","","injury-status","Final L 13-38 vs ARI","-","-","-","-","-","-","-","-","-","-","-","-"
"2462","O. Wright","O. Wright","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2463","J. Garibay","J. Garibay","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2464","T. Elgersma","T. Elgersma","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2465","S. Williams","S. Williams","WR","GB","13","Ques","injury-status questionable","Final L 3-38 @ NO","-","-","-","-","-","-","-","-","-","-","-","-"
"2466","J. Bernhardt","J. Bernhardt","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2467","D. Brown","D. Brown","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2468","V. Jones","V. Jones","WR","NO","6","","injury-status","Final W 38-3 vs GB","-","-","-","-","-","-","-","-","-","-","-","-"
"2469","D. McDuffie","D. McDuffie","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2470","A. Quevedo","A. Quevedo","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2471","R. Harvey","R. Harvey","RB","DEN","11","","injury-status","Final W 27-13 @ NYG","-","-","-","-","-","-","-","-","-","-","-","-"
"2472","S. Wyatt","S. Wyatt","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2473","J. Chestnut","J. Chestnut","RB","TEN","13","","injury-status","Final L 13-38 vs ARI","-","-","-","-","-","-","-","-","-","-","-","-"
"2474","J. Horn","J. Horn","WR","CAR","13","","injury-status","Final W 19-14 vs NYJ","-","-","-","-","-","-","-","-","-","-","-","-"
"2475","N. Givan","N. Givan","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2476","T. Adams","T. Adams","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2477","P. Browning","P. Browning","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2478","P. Hendershot","P. Hendershot","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2479","C. Johnson","C. Johnson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2480","D. White","D. White","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2481","W. Ruby","W. Ruby","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2482","I. Neyor","I. Neyor","WR","GB","13","","injury-status","Final L 3-38 @ NO","-","-","-","-","-","-","-","-","-","-","-","-"
"2483","T. Morgan","T. Morgan","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"2484","B. Brooks","B. Brooks","RB","HOU","10","","injury-status","Final W 37-21 vs JAX","-","-","-","-","-","-","-","-","-","-","-","-"
