"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12"
"651","J. Patterson","J. Patterson","RB","LAC","12","Ques","injury-status questionable","Final W 22-10 vs LV","-","-","-","-","-","-","-","-","-","-","-","-"
"652","H. Long","H. Long","TE","LAR","8","","injury-status","Final L 20-26 @ DET","16","-","-","-","7","9","60","-","-","-","-","-"
"653","E. Bailey","E. Bailey","RB","CAR","14","","injury-status","Final L 10-47 @ NO","-","-","-","-","-","-","-","-","-","-","-","-"
"654","K. McIntosh","K. McIntosh","RB","SEA","8","IR","injury-status ir","Final W 26-20 vs DEN","21","31","172","-","3","4","22","-","-","-","-","-"
"655","C. Huntley","C. Huntley","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"656","X. Smith","X. Smith","WR","LAR","8","","injury-status","Final L 20-26 @ DET","5","4","36","-","2","2","6","-","-","-","-","-"
"657","I. Abanikanda","I. Abanikanda","RB","SF","14","","injury-status","Final W 32-19 vs NYJ","-","-","-","-","-","-","-","-","-","-","-","-"
"658","K. Nwangwu","K. Nwangwu","RB","NYJ","9","","injury-status","Final L 19-32 @ SF","7","-","-","-","-","-","-","-","-","-","-","-"
"659","H. Haskins","H. Haskins","RB","LAC","12","","injury-status","Final W 22-10 vs LV","30","34","89","2","3","3","49","1","-","-","-","-"
"660","T. Smith","T. Smith","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"661","B. Covey","B. Covey","WR","PHI","9","","injury-status","Final W 34-29 vs GB","7","-","-","-","7","8","34","-","-","-","-","-"
"662","J. Jackson","J. Jackson","WR","TEN","10","","injury-status","Final L 17-24 @ CHI","-8","1","-5","-","1","3","8","-","-","-","-","-"
"663","K. Philips","K. Philips","WR","PHI","9","","injury-status","Final W 34-29 vs GB","-","-","-","-","-","-","-","-","-","-","-","-"
"664","J. Jefferson","J. Jefferson","RB","DET","8","","injury-status","Final W 26-20 vs LAR","4","6","22","-","1","1","10","-","-","-","-","-"
"665","K. Robinson","K. Robinson","RB","JAX","8","","injury-status","Final L 17-20 @ MIA","-","-","-","-","-","-","-","-","-","-","-","-"
"666","B. Pringle","B. Pringle","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"667","K. Ingram","K. Ingram","RB","KC","10","IR","injury-status ir","Final W 27-20 vs BAL","-","-","-","-","-","-","-","-","-","-","-","-"
"668","E. Dotson","E. Dotson","RB","ATL","5","","injury-status","Final L 10-18 vs PIT","-","-","-","-","-","-","-","-","-","-","-","-"
"669","D. Thompson-Robinson","D. Thompson-Robinson","QB","CLE","9","","injury-status","Final L 17-33 vs DAL","19","21","122","-","-","-","-","-","61","118","440","-"
"670","M. Gaskin","M. Gaskin","RB","JAX","8","","injury-status","Final L 17-20 @ MIA","2","3","-1","-","1","1","11","-","-","-","-","-"
"671","Z. Evans","Z. Evans","RB","NYJ","9","","injury-status","Final L 19-32 @ SF","-","-","-","-","-","-","-","-","-","-","-","-"
"672","V. Jones","V. Jones","WR","CAR","14","","injury-status","Final L 10-47 @ NO","-1","3","11","-","1","1","8","-","-","-","-","-"
"673","L. Perine","L. Perine","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"674","G. Holani","G. Holani","RB","SEA","8","","injury-status","Final W 26-20 vs DEN","1","3","10","-","1","1","-1","-","-","-","-","-"
"675","T. Siemian","T. Siemian","QB","TEN","10","","injury-status","Final L 17-24 @ CHI","-","-","-","-","-","-","-","-","-","-","-","-"
"676","D. Carter","D. Carter","WR","CHI","5","","injury-status","Final W 24-17 vs TEN","9","-","-","-","9","14","72","-","-","-","-","-"
"677","K. Abram","K. Abram","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"678","C. Schrader","C. Schrader","RB","LAR","8","","injury-status","Final L 20-26 @ DET","1","1","3","-","1","1","6","-","-","-","-","-"
"679","B. Bolden","B. Bolden","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"680","D. Chisena","D. Chisena","WR","CAR","14","Ques","injury-status questionable","Final L 10-47 @ NO","5","-","-","-","3","4","37","-","-","-","-","-"
"681","D. Leary","D. Leary","QB","BAL","7","","injury-status","Final L 20-27 @ KC","-","-","-","-","-","-","-","-","-","-","-","-"
"682","T. Davis-Price","T. Davis-Price","RB","PHI","9","","injury-status","Final W 34-29 vs GB","1","3","7","-","-","-","-","-","-","-","-","-"
"683","J. Kelly","J. Kelly","RB","CLE","9","","injury-status","Final L 17-33 vs DAL","-","-","-","-","-","-","-","-","-","-","-","-"
"684","P. Invalid","P. Invalid","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"685","T. Davis","T. Davis","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"686","B. Miller","B. Miller","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"687","C. Johnson","C. Johnson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"688","A. Sherman","A. Sherman","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"689","L. Kendricks","L. Kendricks","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"690","L. Stocker","L. Stocker","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"691","M. Ingram","M. Ingram","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"692","C. Newton","C. Newton","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"693","L. Nichols","L. Nichols","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"694","T. Swen","T. Swen","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"695","J. Copeland","J. Copeland","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"696","B. Ford-Wheaton","B. Ford-Wheaton","WR","NYG","14","IR","injury-status ir","Final L 6-28 vs MIN","6","-","-","-","-","-","-","-","-","-","-","-"
"697","J. Haselwood","J. Haselwood","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"698","S. James","S. James","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"699","T. Scott","T. Scott","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"700","J. Shorter","J. Shorter","WR","LV","8","","injury-status","Final L 10-22 @ LAC","-","-","-","-","-","-","-","-","-","-","-","-"
"701","Z. Kuntz","Z. Kuntz","TE","NYJ","9","","injury-status","Final L 19-32 @ SF","-","-","-","-","-","-","-","-","-","-","-","-"
"702","K. Rudolph","K. Rudolph","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"703","T. Evans","T. Evans","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"704","D. Harris","D. Harris","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"705","D. Bailey","D. Bailey","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"706","N. Rourke","N. Rourke","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"707","P. White","P. White","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"708","C. Ratkovich","C. Ratkovich","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"709","L. Havrisik","L. Havrisik","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"710","J. Ali","J. Ali","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"711","D. Baldwin","D. Baldwin","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"712","T. Odukoya","T. Odukoya","TE","TEN","10","","injury-status","Final L 17-24 @ CHI","-","-","-","-","-","-","-","-","-","-","-","-"
"713","M. Alexander","M. Alexander","WR","DET","8","","injury-status","Final W 26-20 vs LAR","-1","-","-","-","-","-","-","-","-","-","-","-"
"714","D. Plitt","D. Plitt","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"715","B. Lewis","B. Lewis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"716","T. Koontz","T. Koontz","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"717","C. Henne","C. Henne","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"718","N. Sciba","N. Sciba","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"719","K. Wheatfall","K. Wheatfall","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"720","R. McDaniel","R. McDaniel","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"721","N. Bohannon","N. Bohannon","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"722","K. Brown","K. Brown","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"723","J. Howland","J. Howland","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"724","W. Johnson","W. Johnson","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"725","J. Scott","J. Scott","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"726","K. Kassis","K. Kassis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"727","B. Beise","B. Beise","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"728","K. Geiger","K. Geiger","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"729","I. Charles","I. Charles","WR","NYJ","9","PUP","injury-status pup","Final L 19-32 @ SF","-","-","-","-","-","1","-","-","-","-","-","-"
"730","T. Jones","T. Jones","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"731","T. Conner","T. Conner","TE","MIA","12","","injury-status","Final W 20-17 vs JAX","3","-","-","-","3","4","16","-","-","-","-","-"
"732","C. Fotheringham","C. Fotheringham","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"733","E. Fernea","E. Fernea","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"734","M. Young","M. Young","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"735","K. Crawford","K. Crawford","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"736","S. Nacua","S. Nacua","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"737","T. Hairston","T. Hairston","RB","HOU","6","","injury-status","Final W 29-27 @ IND","-","-","-","-","-","-","-","-","-","-","-","-"
"738","N. Givan","N. Givan","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"739","A. Turner","A. Turner","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"740","J. Garibay","J. Garibay","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"741","D. Houston","D. Houston","WR","TB","9","","injury-status","Final W 37-20 vs WAS","-","-","-","-","-","-","-","-","-","-","-","-"
"742","Z. Mitchell-Paden","Z. Mitchell-Paden","TE","BAL","7","","injury-status","Final L 20-27 @ KC","-","-","-","-","-","-","-","-","-","-","-","-"
"743","F. Harper","F. Harper","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"744","K. Pryor","K. Pryor","WR","CIN","10","","injury-status","Final L 10-16 vs NE","1","-","-","-","1","1","9","-","-","-","-","-"
"745","J. Rigg","J. Rigg","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"746","A. Mevis","A. Mevis","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"747","M. Williams","M. Williams","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"748","J. Bist","J. Bist","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"749","D. Miller","D. Miller","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"750","R. Williams","R. Williams","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"751","K. Davis","K. Davis","WR","CLE","9","","injury-status","Final L 17-33 vs DAL","-","-","-","-","-","-","-","-","-","-","-","-"
"752","D. Parham","D. Parham","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"753","R. Carter","R. Carter","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"754","L. McCutcheon","L. McCutcheon","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"755","J. Pettigrew","J. Pettigrew","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"756","R. Webb","R. Webb","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"757","S. Bridges","S. Bridges","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"758","D. Tuggle","D. Tuggle","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"759","T. Fleet-Davis","T. Fleet-Davis","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"760","K. Oginni","K. Oginni","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"761","L. Lenoir","L. Lenoir","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"762","S. Scarver","S. Scarver","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"763","C. Holder","C. Holder","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"764","J. Tonges","J. Tonges","TE","SF","14","","injury-status","Final W 32-19 vs NYJ","-","-","-","-","-","-","-","-","-","-","-","-"
"765","K. Shaa","K. Shaa","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"766","H. Litwin","H. Litwin","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"767","J. Herslow","J. Herslow","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"768","J. Mitchell","J. Mitchell","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"769","V. Green","V. Green","TE","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"770","A. Rogers","A. Rogers","TE","ATL","5","Ques","injury-status questionable","Final L 10-18 vs PIT","-","-","-","-","-","-","-","-","-","-","-","-"
"771","J. Bernhardt","J. Bernhardt","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"772","L. Watson","L. Watson","TE","MIN","6","","injury-status","Final W 28-6 @ NYG","-","-","-","-","-","-","-","-","-","-","-","-"
"773","T. James","T. James","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"774","L. Winningham","L. Winningham","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"775","G. Gunter","G. Gunter","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"776","C. Pierce","C. Pierce","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"777","S. Robinson","S. Robinson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"778","J. Payton","J. Payton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"779","J. Kirklin","J. Kirklin","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"780","C. Hodge","C. Hodge","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"781","G. Walston","G. Walston","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"782","T. Mack","T. Mack","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"783","D. Davis","D. Davis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"784","K. McGowan","K. McGowan","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"785","M. Santos-Silva","M. Santos-Silva","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"786","T. Bradford","T. Bradford","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"787","B. Peters","B. Peters","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"788","J. McCourt","J. McCourt","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"789","E. Krommenhoek","E. Krommenhoek","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"790","T. Limi-Jones","T. Limi-Jones","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"791","A. Parchment","A. Parchment","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"792","R. Henry","R. Henry","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"793","D. Wright","D. Wright","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"794","J. Lovett","J. Lovett","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"795","D. Cheek","D. Cheek","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"796","J. Babicz","J. Babicz","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"797","T. Ford","T. Ford","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"798","T. Clark","T. Clark","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"799","D. Estrada","D. Estrada","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"800","S. Green","S. Green","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"801","C. Shudak","C. Shudak","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"802","D. Young","D. Young","WR","SEA","8","","injury-status","Final W 26-20 vs DEN","-","-","-","-","-","1","-","-","-","-","-","-"
"803","N. Muse","N. Muse","TE","MIN","6","","injury-status","Final W 28-6 @ NYG","-","-","-","-","-","-","-","-","-","-","-","-"
"804","J. FitzPatrick","J. FitzPatrick","TE","GB","5","","injury-status","Final L 29-34 @ PHI","1","-","-","-","1","1","2","-","-","-","-","-"
"805","K. Kieft","K. Kieft","TE","TB","9","","injury-status","Final W 37-20 vs WAS","-","-","-","-","-","-","-","-","-","-","-","-"
"806","M. Washington","M. Washington","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"807","J. Guarantano","J. Guarantano","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"808","J. Hall","J. Hall","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"809","D. Robertson","D. Robertson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"810","C. Sutton","C. Sutton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"811","T. Hennigan","T. Hennigan","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"812","N. Pau'u","N. Pau'u","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"813","K. Lassiter","K. Lassiter","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"814","C. Brewer","C. Brewer","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"815","C. Garbers","C. Garbers","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"816","L. Lewis","L. Lewis","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"817","Z. Horvath","Z. Horvath","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"818","K. Marks","K. Marks","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"819","B. Brown","B. Brown","RB","SEA","8","","injury-status","Final W 26-20 vs DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"820","M. Harley","M. Harley","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"821","J. Sorenson","J. Sorenson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"822","S. Berryhill","S. Berryhill","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"823","J. Smart","J. Smart","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"824","J. Virgil","J. Virgil","WR","BUF","7","Ques","injury-status questionable","Final W 34-28 vs ARI","1","-","-","-","-","-","-","-","-","-","-","-"
"825","C. Oladokun","C. Oladokun","QB","KC","10","","injury-status","Final W 27-20 vs BAL","-1","1","5","-","-","-","-","-","-","-","-","-"
"826","D. Allen","D. Allen","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"827","J. Ezzard","J. Ezzard","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"828","T. Snead","T. Snead","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"829","T. Pledger","T. Pledger","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"830","A. Green","A. Green","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"831","G. Brkic","G. Brkic","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"832","T. Harris","T. Harris","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"833","C. Jackson","C. Jackson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"834","T. Martin","T. Martin","WR","TEN","10","","injury-status","Final L 17-24 @ CHI","11","-","-","-","1","2","49","1","-","-","-","-"
"835","K. Pimpleton","K. Pimpleton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"836","G. Prince","G. Prince","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"837","B. Koback","B. Koback","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"838","D. Deese","D. Deese","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"839","D. Torrey","D. Torrey","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"840","S. Jones","S. Jones","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"841","A. Brown","A. Brown","QB","ARI","8","","injury-status","Final L 28-34 @ BUF","-","-","-","-","-","-","-","-","-","-","-","-"
"842","B. Baylor","B. Baylor","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"843","R. Person","R. Person","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"844","E. Emezie","E. Emezie","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"845","J. Sterns","J. Sterns","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"846","S. Toure","S. Toure","WR","CHI","5","","injury-status","Final W 24-17 vs TEN","-","-","-","-","-","-","-","-","-","-","-","-"
"847","J. Heiligh","J. Heiligh","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"848","M. Durant","M. Durant","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"849","J. Roberson","J. Roberson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"850","I. Weston","I. Weston","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"851","T. Quitoriano","T. Quitoriano","TE","HOU","6","","injury-status","Final W 29-27 @ IND","-","-","-","-","-","-","-","-","-","-","-","-"
"852","G. Bell","G. Bell","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"853","C. Kelley","C. Kelley","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"854","J. Johnson","J. Johnson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"855","J. Woods","J. Woods","TE","IND","11","","injury-status","Final L 27-29 vs HOU","-","-","-","-","-","-","-","-","-","-","-","-"
"856","M. Borghi","M. Borghi","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"857","L. Brown","L. Brown","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"858","A. Allen","A. Allen","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"859","D. Dixon","D. Dixon","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"860","D. Crum","D. Crum","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"861","M. Polk","M. Polk","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"862","J. Hall","J. Hall","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"863","J. Coan","J. Coan","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"864","D. King","D. King","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"865","C. Rambo","C. Rambo","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"866","T. Fryfogle","T. Fryfogle","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"867","J. Corbin","J. Corbin","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"868","E. Perry","E. Perry","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"869","C. Hodges","C. Hodges","TE","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"870","S. Bolden","S. Bolden","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"871","A. Smith","A. Smith","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"872","T. Ebner","T. Ebner","RB","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"873","C. Verdell","C. Verdell","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"874","D. Williams","D. Williams","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"875","J. Johnson","J. Johnson","WR","HOU","6","Ques","injury-status questionable","Final W 29-27 @ IND","-","-","-","-","-","-","-","-","-","-","-","-"
"876","D. Price","D. Price","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"877","C. Allen","C. Allen","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"878","B. Powell","B. Powell","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"879","S. Conner","S. Conner","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
