"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12"
"1696","M. Gallup","M. Gallup","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1697","J. Washington","J. Washington","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1698","A. Miller","A. Miller","WR","BAL","7","","injury-status","Final L 20-27 @ KC","2","-","-","-","1","1","16","-","-","-","-","-"
"1699","C. Herndon","C. Herndon","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1700","K. Coutee","K. Coutee","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1701","J. Scott","J. Scott","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1702","I. Smith","I. Smith","RB","DAL","10","","injury-status","Final W 33-17 @ CLE","-","-","-","-","-","-","-","-","-","-","-","-"
"1703","D. Hamilton","D. Hamilton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1704","M. Walton","M. Walton","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1705","K. Lauletta","K. Lauletta","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1706","K. Ballage","K. Ballage","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1707","D. Pettis","D. Pettis","WR","NO","11","","injury-status","Final W 47-10 vs CAR","26","-","-","-","12","28","120","1","-","-","-","-"
"1708","S. Michel","S. Michel","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1709","D. Guice","D. Guice","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1710","M. Ateman","M. Ateman","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1711","D. Smith","D. Smith","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1712","S. Noil","S. Noil","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1713","A. Riles","A. Riles","WR","IND","11","","injury-status","Final L 27-29 vs HOU","-","-","-","-","-","-","-","-","-","-","-","-"
"1714","S. Howard","S. Howard","QB","SEA","8","","injury-status","Final W 26-20 vs DEN","-","-","-","-","-","-","-","-","-","-","-","-"
"1715","J. Williams","J. Williams","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1716","A. Appleby","A. Appleby","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1717","F. House","F. House","TE","CHI","5","","injury-status","Final W 24-17 vs TEN","-","-","-","-","-","-","-","-","-","-","-","-"
"1718","A. Fulwood","A. Fulwood","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1719","N. Schuessler","N. Schuessler","QB","PIT","5","","injury-status","Final W 18-10 @ ATL","-","-","-","-","-","-","-","-","-","-","-","-"
"1720","Z. Terrell","Z. Terrell","QB","BAL","7","","injury-status","Final L 20-27 @ KC","-","-","-","-","-","-","-","-","-","-","-","-"
"1721","R. Shell","R. Shell","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1722","G. Scantling","G. Scantling","WR","ATL","5","","injury-status","Final L 10-18 vs PIT","-","-","-","-","-","-","-","-","-","-","-","-"
"1723","D. Virgies","D. Virgies","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1724","Q. McDuffie","Q. McDuffie","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1725","D. Amendola","D. Amendola","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1726","C. Daniel","C. Daniel","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1727","R. Gould","R. Gould","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1728","L. Atkins","L. Atkins","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1729","B. Zylstra","B. Zylstra","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1730","C. Bazile","C. Bazile","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1731","J. Robinson","J. Robinson","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1732","J. Rosen","J. Rosen","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1733","K. Taylor","K. Taylor","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1734","J. Evans","J. Evans","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1735","M. Leidner","M. Leidner","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1736","D. Sims","D. Sims","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1737","A. Price","A. Price","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1738","J. Liggins","J. Liggins","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1739","D. Williams","D. Williams","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1740","R. Davis","R. Davis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1741","G. Hopper","G. Hopper","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1742","K. Lucas","K. Lucas","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1743","J. Staples","J. Staples","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1744","B. Riley","B. Riley","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1745","D. Hampton","D. Hampton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1746","M. Bracy","M. Bracy","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1747","M. Estes","M. Estes","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1748","B. Radcliff","B. Radcliff","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1749","P. Howard","P. Howard","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1750","N. Iese","N. Iese","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1751","C. Germany","C. Germany","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1752","J. Rounds","J. Rounds","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1753","T. Armstrong Jr.","T. Armstrong Jr.","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1754","D. Victor","D. Victor","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1755","R. Wheelwright","R. Wheelwright","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1756","J. Westerkamp","J. Westerkamp","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1757","J. Seales","J. Seales","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1758","K. Whitfield","K. Whitfield","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1759","B. Cherry","B. Cherry","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1760","D. Hayes","D. Hayes","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1761","D. Olson","D. Olson","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1762","D. Llorens","D. Llorens","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1763","A. Zaruba","A. Zaruba","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1764","F. Brown","F. Brown","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1765","L. Lenoir","L. Lenoir","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1766","C. Posey","C. Posey","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1767","S. Donatell","S. Donatell","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1768","B. Burns","B. Burns","TE","BAL","7","","injury-status","Final L 20-27 @ KC","-","-","-","-","-","-","-","-","-","-","-","-"
"1769","D. Arnold","D. Arnold","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1770","C. Pearson","C. Pearson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1771","A. Gray","A. Gray","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1772","J. Bacci","J. Bacci","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1773","S. Cotton","S. Cotton","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1774","B. Houston","B. Houston","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1775","M. Paige","M. Paige","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1776","P. Odom","P. Odom","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1777","S. Ryan","S. Ryan","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1778","G. Pascascio","G. Pascascio","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1779","K. Mabon","K. Mabon","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1780","T. Ferguson","T. Ferguson","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1781","K. Snead","K. Snead","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1782","K. Abdullah","K. Abdullah","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1783","T. Edmunds","T. Edmunds","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1784","A. Bailey","A. Bailey","QB","BAL","7","","injury-status","Final L 20-27 @ KC","-","-","-","-","-","-","-","-","-","-","-","-"
"1785","L. Clark","L. Clark","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1786","T. Swoopes","T. Swoopes","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1787","D. Rogers","D. Rogers","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1788","A. Brown","A. Brown","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1789","A. Scott","A. Scott","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1790","A. Patton","A. Patton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1791","E. Jenkins","E. Jenkins","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1792","S. Culkin","S. Culkin","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1793","C. Clement","C. Clement","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1794","B. Brown","B. Brown","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1795","C. Thompson","C. Thompson","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1796","K. Johnson","K. Johnson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1797","L. Tillery","L. Tillery","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1798","I. Mathers","I. Mathers","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1799","A. Etta-Tawo","A. Etta-Tawo","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1800","T. Cook","T. Cook","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1801","K. Cole","K. Cole","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1802","C. Bluiett","C. Bluiett","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1803","S. Hill","S. Hill","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1804","D. Gray","D. Gray","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1805","Z. Conque","Z. Conque","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1806","E. Baylis","E. Baylis","TE","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1807","N. Thomas","N. Thomas","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1808","M. Rector","M. Rector","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1809","D. Ford","D. Ford","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1810","B. Barnes","B. Barnes","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1811","K. Sloter","K. Sloter","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1812","A. Nash","A. Nash","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1813","B. Jarwin","B. Jarwin","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1814","B. Brown","B. Brown","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1815","T. McNamara","T. McNamara","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1816","F. Stevenson","F. Stevenson","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1817","A. Phillips","A. Phillips","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1818","T. Gentry","T. Gentry","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1819","M. Crabtree","M. Crabtree","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1820","J. Bouagnon","J. Bouagnon","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1821","K. Towbridge","K. Towbridge","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1822","D. Shorts","D. Shorts","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1823","J. Johnson","J. Johnson","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1824","J. Croom","J. Croom","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1825","S. Wroblewski","S. Wroblewski","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1826","J. Summers","J. Summers","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1827","R. Seals-Jones","R. Seals-Jones","TE","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1828","T. Knight","T. Knight","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1829","K. Hogan","K. Hogan","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1830","T. Dural","T. Dural","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1831","D. Redding","D. Redding","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1832","B. Johnson","B. Johnson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1833","G. Marks","G. Marks","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1834","J. Robinson-Woodgett","J. Robinson-Woodgett","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1835","T. Stevens","T. Stevens","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1836","A. Moore","A. Moore","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1837","M. Kemp","M. Kemp","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1838","W. Houston","W. Houston","TE","CAR","14","","injury-status","Final L 10-47 @ NO","-","-","-","-","-","-","-","-","-","-","-","-"
"1839","G. Dieter","G. Dieter","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1840","W. Stanback","W. Stanback","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1841","B. Wilson","B. Wilson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1842","T. Sperbeck","T. Sperbeck","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1843","S. Liufau","S. Liufau","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1844","A. Auclair","A. Auclair","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1845","T. McCloskey","T. McCloskey","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1846","K. Cannon","K. Cannon","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1847","V. Bolden","V. Bolden","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1848","K. Hatcher","K. Hatcher","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1849","C. Harris","C. Harris","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1850","A. Firkser","A. Firkser","TE","KC","10","","injury-status","Final W 27-20 vs BAL","-","-","-","-","-","-","-","-","-","-","-","-"
"1851","B. Estime","B. Estime","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1852","J. Hollister","J. Hollister","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1853","C. Hollister","C. Hollister","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1854","A. Carr","A. Carr","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1855","R. Shelton","R. Shelton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1856","J. Price","J. Price","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1857","T. Newby","T. Newby","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1858","W. Lunt","W. Lunt","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1859","D. Stringfellow","D. Stringfellow","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1860","D. Morgan","D. Morgan","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1861","M. Lewis","M. Lewis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1862","K. Phillips","K. Phillips","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1863","A. Peck","A. Peck","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1864","S. Williams","S. Williams","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1865","M. Madaris","M. Madaris","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1866","D. Laufasa","D. Laufasa","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1867","K. Hamilton","K. Hamilton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1868","C. Carter","C. Carter","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1869","F. Ross","F. Ross","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1870","A. Duke","A. Duke","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1871","R. Ortiz","R. Ortiz","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1872","T. Mizzell","T. Mizzell","RB","NYG","14","Ques","injury-status questionable","Final L 6-28 vs MIN","-","-","-","-","-","-","-","-","-","-","-","-"
"1873","C. Board","C. Board","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1874","L. Jacobs","L. Jacobs","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1875","P. Walker","P. Walker","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1876","J. Natson","J. Natson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1877","J. Lane","J. Lane","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1878","C. Jeter","C. Jeter","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1879","B. Howard","B. Howard","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1880","T. Griffey","T. Griffey","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1881","D. Daniels","D. Daniels","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1882","D. Crossan","D. Crossan","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1883","J. Quick","J. Quick","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1884","S. Orndoff","S. Orndoff","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1885","T. Renew","T. Renew","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1886","J. Magee","J. Magee","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1887","I. Zamora","I. Zamora","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1888","R. Davis","R. Davis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1889","K. Muhammad","K. Muhammad","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1890","C. Carson","C. Carson","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1891","E. McGuire","E. McGuire","RB","KC","10","","injury-status","Final W 27-20 vs BAL","-","-","-","-","-","-","-","-","-","-","-","-"
"1892","I. Ford","I. Ford","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1893","S. Rogers","S. Rogers","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1894","M. Schreck","M. Schreck","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1895","A. Armah","A. Armah","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1896","J. Sprinkle","J. Sprinkle","TE","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1897","T. Taylor","T. Taylor","WR","SF","14","IR","injury-status ir","Final W 32-19 vs NYJ","2","-","-","-","1","1","11","-","-","-","-","-"
"1898","S. Gibson","S. Gibson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1899","R. Adams","R. Adams","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1900","D. Yancey","D. Yancey","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1901","J. Agnew","J. Agnew","WR","PIT","5","Ques","injury-status questionable","Final W 18-10 @ ATL","-","-","-","-","-","-","-","-","-","-","-","-"
"1902","B. Hill","B. Hill","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1903","T. Logan","T. Logan","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1904","B. Hodges","B. Hodges","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1905","N. Peterman","N. Peterman","QB","ATL","5","","injury-status","Final L 10-18 vs PIT","-","-","-","-","-","-","-","-","-","-","-","-"
"1906","C. Hansen","C. Hansen","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1907","J. Chesson","J. Chesson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1908","R. Switzer","R. Switzer","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1909","J. Malone","J. Malone","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1910","T. Cohen","T. Cohen","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1911","J. Leggett","J. Leggett","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1912","M. Mack","M. Mack","RB","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1913","J. Butt","J. Butt","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1914","W. Gallman","W. Gallman","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1915","D. Westbrook","D. Westbrook","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1916","A. Darboh","A. Darboh","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1917","K. Golladay","K. Golladay","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1918","C. Williams","C. Williams","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1919","T. Taylor","T. Taylor","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1920","C. Henderson","C. Henderson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1921","A. Shaheen","A. Shaheen","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1922","D. Webb","D. Webb","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1923","O. Howard","O. Howard","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1924","C. Kelly","C. Kelly","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1925","C. Grayson","C. Grayson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1926","J. Williams","J. Williams","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1927","J. Ross","J. Ross","WR","","","Ques","injury-status questionable","BYE","1","-","-","-","1","2","6","-","-","-","-","-"
"1928","T. Wilson","T. Wilson","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1929","D. Kizer","D. Kizer","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1930","C. Briggs","C. Briggs","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
