"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12"
"1316","A. Richardson","A. Richardson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1317","X. Turner","X. Turner","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1318","D. Anderson","D. Anderson","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1319","D. Jeanpiere","D. Jeanpiere","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1320","C. Meier","C. Meier","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1321","P. White","P. White","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1322","M. Walker","M. Walker","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1323","D. Snelson","D. Snelson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1324","R. Leonard","R. Leonard","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1325","C. Worton","C. Worton","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1326","K. Lewis","K. Lewis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1327","S. Bane","S. Bane","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1328","M. Wilkins","M. Wilkins","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1329","S. Louis","S. Louis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1330","D. Crockett","D. Crockett","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1331","X. Ubosi","X. Ubosi","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1332","J. Duhart","J. Duhart","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1333","J. Ellis","J. Ellis","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1334","J. Dolegala","J. Dolegala","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1335","P. Laird","P. Laird","RB","TB","9","","injury-status","Final W 20-17 @ MIN","-","-","-","-","-","-","-","-","-","-","-","-"
"1336","I. Bunting","I. Bunting","TE","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1337","C. Cox","C. Cox","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1338","C. Gillaspia","C. Gillaspia","RB","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1339","M. Green","M. Green","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1340","B. Dillon","B. Dillon","TE","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1341","A. Roberts","A. Roberts","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1342","K. Shurmur","K. Shurmur","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1343","T. Wood","T. Wood","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1344","R. White","R. White","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1345","J. Powell","J. Powell","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1346","D. Holland","D. Holland","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1347","T. Thompson","T. Thompson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1348","J. Moore","J. Moore","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1349","J. Cox","J. Cox","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1350","T. Mayfield","T. Mayfield","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1351","W. Speight","W. Speight","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1352","T. McMillian","T. McMillian","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1353","M. Sokol","M. Sokol","TE","NE","14","","injury-status","Final L 20-25 vs PHI","-","-","-","-","-","-","-","-","-","-","-","-"
"1354","J. Lovett","J. Lovett","RB","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1355","N. Easley","N. Easley","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1356","J. Winfree","J. Winfree","WR","IND","11","Ques","injury-status questionable","Final L 21-31 vs JAX","-","-","-","-","-","1","-","-","-","-","-","-"
"1357","I. Hyman","I. Hyman","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1358","B. Silvers","B. Silvers","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1359","V. Holmes","V. Holmes","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1360","J. Johnson","J. Johnson","RB","LV","8","","injury-status","Final W 17-16 @ DEN","2","-","-","-","1","2","12","-","-","-","-","-"
"1361","C. Wade","C. Wade","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1362","D. Sheehy-Guiseppi","D. Sheehy-Guiseppi","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1363","C. Murphy","C. Murphy","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1364","C. Blewitt","C. Blewitt","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1365","S. Smith","S. Smith","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1366","A. Ware","A. Ware","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1367","T. Wesco","T. Wesco","TE","TEN","10","","injury-status","Final L 15-16 @ NO","3","-","-","-","1","3","21","-","-","-","-","-"
"1368","D. Thompson","D. Thompson","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1369","K. Whyte","K. Whyte","RB","GB","5","","injury-status","Final W 38-20 @ CHI","-","-","-","-","-","-","-","-","-","-","-","-"
"1370","C. Thompson","C. Thompson","WR","SEA","8","","injury-status","Final L 13-30 vs LAR","2","-","-","-","1","1","10","-","-","-","-","-"
"1371","J. Williams","J. Williams","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1372","J. Ursua","J. Ursua","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1373","J. Scarlett","J. Scarlett","RB","MIA","12","","injury-status","Final W 36-34 @ LAC","-","-","-","-","-","-","-","-","-","-","-","-"
"1374","K. Warring","K. Warring","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1375","A. Wesley","A. Wesley","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1376","L. Scott","L. Scott","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1377","M. Weber","M. Weber","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1378","B. Snell","B. Snell","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1379","J. Smith","J. Smith","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1380","D. Sills","D. Sills","WR","DEN","12","","injury-status","Final L 16-17 vs LV","-","-","-","-","-","-","-","-","-","-","-","-"
"1381","D. Williams","D. Williams","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1382","P. Williams","P. Williams","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1383","C. Thorson","C. Thorson","QB","NYG","14","","injury-status","Final L 0-40 vs DAL","-","-","-","-","-","-","-","-","-","-","-","-"
"1384","K. Smith","K. Smith","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1385","C. Wilson","C. Wilson","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1386","J. Sternberger","J. Sternberger","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1387","T. Sweeney","T. Sweeney","TE","","","Out","injury-status out","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1388","W. Hills","W. Hills","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1389","J. Patrick","J. Patrick","RB","NYJ","9","","injury-status","Final W 22-16 vs BUF","-","-","-","-","-","-","-","-","-","-","-","-"
"1390","E. Butler","E. Butler","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1391","J. Custis","J. Custis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1392","D. Helm","D. Helm","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1393","B. Johnson","B. Johnson","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1394","K. Blanton","K. Blanton","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1395","J. Horsted","J. Horsted","TE","LV","8","","injury-status","Final W 17-16 @ DEN","1","-","-","-","1","1","4","-","-","-","-","-"
"1396","B. Anderson","B. Anderson","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1397","S. Morgan","S. Morgan","WR","CIN","10","","injury-status","Final L 3-24 @ CLE","-","-","-","-","-","-","-","-","-","-","-","-"
"1398","T. Billy-Johnson","T. Billy-Johnson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1399","J. Webb","J. Webb","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1400","T. Fulgham","T. Fulgham","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1401","T. Brady","T. Brady","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1402","D. Mitchell","D. Mitchell","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1403","G. Jennings","G. Jennings","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1404","T. Jackson","T. Jackson","TE","NYG","14","IR","injury-status ir","Final L 0-40 vs DAL","-","-","-","-","-","-","-","-","-","-","-","-"
"1405","R. Davis","R. Davis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1406","K. Doss","K. Doss","WR","LAC","12","Ques","injury-status questionable","Final L 34-36 vs MIA","6","-","-","-","6","13","33","-","-","-","-","-"
"1407","A. Barnes","A. Barnes","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1408","N. Brossette","N. Brossette","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1409","J. Dixon","J. Dixon","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1410","D. Lodge","D. Lodge","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1411","D. Raymond","D. Raymond","TE","PIT","5","","injury-status","Final L 7-30 vs SF","-","-","-","-","-","-","-","-","-","-","-","-"
"1412","R. Armstead","R. Armstead","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1413","Q. Ollison","Q. Ollison","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1414","J. Ferguson","J. Ferguson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1415","A. Ratliff-Williams","A. Ratliff-Williams","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1416","T. Godwin","T. Godwin","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1417","K. Higdon","K. Higdon","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1418","A. Mack","A. Mack","TE","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1419","T. McSorley","T. McSorley","QB","PIT","5","","injury-status","Final L 7-30 vs SF","-","-","-","-","-","-","-","-","-","-","-","-"
"1420","K. Johnson","K. Johnson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1421","J. Moore","J. Moore","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1422","I. Nauta","I. Nauta","TE","GB","5","Ques","injury-status questionable","Final W 38-20 @ CHI","-","-","-","-","-","-","-","-","-","-","-","-"
"1423","N. Murray","N. Murray","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1424","F. Davis","F. Davis","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1425","A. Johnson","A. Johnson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1426","E. Hall","E. Hall","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1427","E. Holyfield","E. Holyfield","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1428","R. Anderson","R. Anderson","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1429","A. Isabella","A. Isabella","WR","BUF","7","Ques","injury-status questionable","Final L 16-22 @ NYJ","-","-","-","-","-","-","-","-","-","-","-","-"
"1430","J. Hurd","J. Hurd","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1431","W. Grier","W. Grier","QB","LAC","12","","injury-status","Final L 34-36 vs MIA","-","-","-","-","-","-","-","-","-","-","-","-"
"1432","P. Hart","P. Hart","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1433","B. Love","B. Love","RB","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1434","H. Butler","H. Butler","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1435","R. Finley","R. Finley","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1436","K. Harmon","K. Harmon","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1437","R. Ridley","R. Ridley","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1438","L. Paulsen","L. Paulsen","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1439","J. Arcega-Whiteside","J. Arcega-Whiteside","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1440","P. Andersen","P. Andersen","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1441","R. Jones","R. Jones","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1442","B. Mitchell","B. Mitchell","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1443","D. Spencer","D. Spencer","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1444","J. Gardner","J. Gardner","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1445","C. Jessop","C. Jessop","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1446","J. Williams","J. Williams","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1447","K. McCrary","K. McCrary","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1448","J. Stockton","J. Stockton","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1449","D. Prince","D. Prince","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1450","D. Carrington","D. Carrington","WR","","","NA","injury-status na","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1451","A. Wolf","A. Wolf","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1452","G. Holmes","G. Holmes","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1453","B. Bobo","B. Bobo","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1454","M. Peterson","M. Peterson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1455","J. Butler","J. Butler","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1456","M. Turner","M. Turner","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1457","M. Jones","M. Jones","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1458","M. Chapman","M. Chapman","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1459","J. Murphy","J. Murphy","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1460","C. Serigne","C. Serigne","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1461","A. Lacombe","A. Lacombe","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1462","J. Smith","J. Smith","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1463","J. Crockett","J. Crockett","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1464","G. Dickerson","G. Dickerson","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1465","J. Graham","J. Graham","TE","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1466","S. Badie","S. Badie","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1467","A. Roberts","A. Roberts","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1468","G. Hudson","G. Hudson","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1469","K. Ross","K. Ross","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1470","N. Stevens","N. Stevens","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1471","E. Massington","E. Massington","WR","NO","11","","injury-status","Final W 16-15 vs TEN","-","-","-","-","-","-","-","-","-","-","-","-"
"1472","D. Bryant","D. Bryant","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1473","C. Duncan","C. Duncan","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1474","C. Wilson","C. Wilson","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1475","D. Kidsy","D. Kidsy","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1476","R. Yurachek","R. Yurachek","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1477","T. Wilson","T. Wilson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1478","N. Holley","N. Holley","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1479","L. Perez","L. Perez","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1480","J. Franklin","J. Franklin","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1481","D. Alexander","D. Alexander","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1482","R. Martin","R. Martin","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1483","M. Fleming","M. Fleming","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1484","Z. Olstad","Z. Olstad","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1485","S. Wimann","S. Wimann","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1486","C. Lacy","C. Lacy","WR","","","Ques","injury-status questionable","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1487","S. Roland","S. Roland","WR","CHI","5","","injury-status","Final L 20-38 vs GB","-","-","-","-","-","-","-","-","-","-","-","-"
"1488","G. Johnson","G. Johnson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1489","D. Dawkins","D. Dawkins","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1490","L. Rose","L. Rose","RB","","","NA","injury-status na","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1491","A. Mahoungou","A. Mahoungou","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1492","S. Baggett","S. Baggett","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1493","D. Boyd","D. Boyd","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1494","B. Roback","B. Roback","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1495","J. Smallwood","J. Smallwood","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1496","T. Tebow","T. Tebow","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1497","C. Warren","C. Warren","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1498","H. Poggi","H. Poggi","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1499","C. Beebe","C. Beebe","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1500","J. Stanton","J. Stanton","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1501","J. Allen","J. Allen","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1502","J. Cabinda","J. Cabinda","RB","DET","8","","injury-status","Final W 21-20 @ KC","-","1","-","-","-","-","-","-","-","-","-","-"
"1503","K. Hill","K. Hill","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1504","M. Martin","M. Martin","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1505","J. Moore","J. Moore","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1506","E. Marks","E. Marks","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1507","R. Smith","R. Smith","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1508","D. Willies","D. Willies","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1509","E. Berry","E. Berry","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1510","C. Scotland-Williamson","C. Scotland-Williamson","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1511","N. Keizer","N. Keizer","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1512","D. Turner","D. Turner","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1513","M. Thompson","M. Thompson","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1514","C. Ezeala","C. Ezeala","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1515","K. Vedvik","K. Vedvik","K, P","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1516","C. Sims","C. Sims","WR","CAR","14","Ques","injury-status questionable","Final L 10-24 @ ATL","-","-","-","-","-","-","-","-","-","-","-","-"
"1517","S. Fields","S. Fields","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1518","R. Jeune","R. Jeune","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1519","L. Gonzalez","L. Gonzalez","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1520","J. Diarse","J. Diarse","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1521","S. Bailey","S. Bailey","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1522","E. Philips","E. Philips","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1523","P. Pujals","P. Pujals","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1524","A. Foreman","A. Foreman","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1525","J. Crawford","J. Crawford","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1526","T. Moore","T. Moore","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1527","S. Wilson","S. Wilson","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1528","J. Heneghan","J. Heneghan","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1529","M. McCrane","M. McCrane","K","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1530","A. Bloom","A. Bloom","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1531","J. Trinnaman","J. Trinnaman","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1532","E. Sanders","E. Sanders","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1533","D. Miller","D. Miller","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1534","A. Manzo-Lewis","A. Manzo-Lewis","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1535","N. Sharga","N. Sharga","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1536","N. Miller-Hines","N. Miller-Hines","RB","BUF","7","","injury-status","Final L 16-22 @ NYJ","-","-","-","-","-","-","-","-","-","-","-","-"
"1537","J. Looney","J. Looney","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1538","A. Callaway","A. Callaway","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1539","E. Wellman","E. Wellman","TE","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1540","D. Pierson-El","D. Pierson-El","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1541","M. Holder","M. Holder","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1542","J. Veasy","J. Veasy","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1543","D. Ross","D. Ross","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1544","D. Burnett","D. Burnett","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1545","C. Batson","C. Batson","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1546","A. Allen","A. Allen","QB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
"1547","K. White","K. White","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-"
