"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12","stat_13"
"2119","D. Fells","D. Fells","TE","TB","9","","injury-status","Final W 20-17 @ MIN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2120","V. McDonald","V. McDonald","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2121","T. Austin","T. Austin","WR","","","","injury-status","BYE","-","472.6","-","-","-","-","-","-","-","-","-","-","-"
"2122","M. Glennon","M. Glennon","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2123","K. Stills","K. Stills","WR","","","","injury-status","BYE","-","301.4","-","-","-","-","-","-","-","-","-","-","-"
"2124","R. Griffin","R. Griffin","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2125","K. Barner","K. Barner","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2126","T. Riddick","T. Riddick","RB","","","","injury-status","BYE","-","491.4","-","-","-","-","-","-","-","-","-","-","-"
"2127","C. Thompson","C. Thompson","RB","","","","injury-status","BYE","-","475.3","-","-","-","-","-","-","-","-","-","-","-"
"2128","J. Reed","J. Reed","TE","","","","injury-status","BYE","-","350.8","-","-","-","-","-","-","-","-","-","-","-"
"2129","D. Jackson","D. Jackson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2130","C. Anderson","C. Anderson","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2131","L. Bell","L. Bell","RB","TB","9","","injury-status","Final W 20-17 @ MIN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2132","T. Eifert","T. Eifert","TE","","","","injury-status","BYE","-","420.0","-","-","-","-","-","-","-","-","-","-","-"
"2133","G. Bernard","G. Bernard","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2134","B. Roethlisberger","B. Roethlisberger","QB","PIT","5","","injury-status","Final L 7-30 vs SF","-","550.9","-","-","-","-","-","-","-","-","-","-","-"
"2135","M. Barkley","M. Barkley","QB","JAX","8","","injury-status","Final W 31-21 @ IND","-","563.7","-","-","-","-","-","-","-","-","-","-","-"
"2136","R. Shepard","R. Shepard","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2137","C. Hogan","C. Hogan","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2138","J. Bellamy","J. Bellamy","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2139","J. Olawale","J. Olawale","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2140","P. DiMarco","P. DiMarco","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2141","J. Develin","J. Develin","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2142","J. Kearse","J. Kearse","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2143","K. Forbath","K. Forbath","K","","","","injury-status","BYE","-","539.0","-","-","-","-","-","-","-","-","-","-","-"
"2144","F. Owusu","F. Owusu","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2145","M. Bryant","M. Bryant","K","","","","injury-status","BYE","-","609.5","-","-","-","-","-","-","-","-","-","-","-"
"2146","A. Tanney","A. Tanney","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2147","J. Gordon","J. Gordon","WR","","","","injury-status","BYE","-","456.4","-","-","-","-","-","-","-","-","-","-","-"
"2148","R. Turbin","R. Turbin","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2149","G. Celek","G. Celek","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2150","J. Wright","J. Wright","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2151","R. Ellison","R. Ellison","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2152","A. Vinatieri","A. Vinatieri","K","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2153","A. Morris","A. Morris","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2154","R. Griffin","R. Griffin","QB","","","","injury-status","BYE","-","619.6","-","-","-","-","-","-","-","-","-","-","-"
"2155","C. Cota","C. Cota","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2156","A. Dykes","A. Dykes","RB","","","","injury-status","BYE","-","478.3","-","-","-","-","-","-","-","-","-","-","-"
"2157","A. Davis","A. Davis","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2158","L. Pitts","L. Pitts","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2159","L. Pettway","L. Pettway","TE","NE","14","","injury-status","Final L 20-25 vs PHI","-","584.0","-","-","-","-","-","-","-","-","-","-","-"
"2160","J. Bates","J. Bates","K","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2161","T. Clinton","T. Clinton","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2162","W. Taulapapa","W. Taulapapa","RB","","","","injury-status","BYE","-","624.4","-","-","-","-","-","-","-","-","-","-","-"
"2163","M. Wright","M. Wright","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2164","M. Trickett","M. Trickett","K","","","","injury-status","BYE","-","622.0","-","-","-","-","-","-","-","-","-","-","-"
"2165","N. Williams","N. Williams","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2166","E. Lee","E. Lee","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2167","G. Maag","G. Maag","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2168","M. Carter","M. Carter","WR","","","","injury-status","BYE","-","566.4","-","-","-","-","-","-","-","-","-","-","-"
"2169","I. Gathings","I. Gathings","TE","KC","10","Ques","injury-status questionable","Final L 20-21 vs DET","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2170","C. Chrest","C. Chrest","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2171","J. Kapp","J. Kapp","WR","","","","injury-status","BYE","-","258.5","-","-","-","-","-","-","-","-","-","-","-"
"2172","J. Bonds","J. Bonds","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2173","L. Jackson","L. Jackson","WR","MIN","6","","injury-status","Final L 17-20 vs TB","-","480.4","-","-","-","-","-","-","-","-","-","-","-"
"2174","J. Stephens","J. Stephens","TE","DAL","10","IR","injury-status ir","Final W 40-0 @ NYG","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2175","H. Luepke","H. Luepke","RB","DAL","10","","injury-status","Final W 40-0 @ NYG","-","696.4","-","-","-","-","-","-","-","-","-","-","-"
"2176","P. Fant","P. Fant","TE","DAL","10","","injury-status","Final W 40-0 @ NYG","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2177","D. Durden","D. Durden","WR","DAL","10","Ques","injury-status questionable","Final W 40-0 @ NYG","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2178","J. Barbon","J. Barbon","WR","","","","injury-status","BYE","-","445.1","-","-","-","-","-","-","-","-","-","-","-"
"2179","B. Cobbs","B. Cobbs","WR","","","","injury-status","BYE","-","464.0","-","-","-","-","-","-","-","-","-","-","-"
"2180","B. Johnson","B. Johnson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2181","B. Thompson","B. Thompson","WR","BUF","7","","injury-status","Final L 16-22 @ NYJ","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2182","J. Murray","J. Murray","TE","IND","11","Ques","injury-status questionable","Final L 21-31 vs JAX","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2183","A. Aune","A. Aune","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2184","A. Jeffery","A. Jeffery","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2185","Z. Ojile","Z. Ojile","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2186","E. Merriweather","E. Merriweather","RB","GB","5","Out","injury-status out","Final W 38-20 @ CHI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2187","G. Holmes","G. Holmes","WR","","","","injury-status","BYE","-","583.7","-","-","-","-","-","-","-","-","-","-","-"
"2188","D. Drummond","D. Drummond","WR","NYG","14","","injury-status","Final L 0-40 vs DAL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2189","A. Graham","A. Graham","RB","","","","injury-status","BYE","-","633.3","-","-","-","-","-","-","-","-","-","-","-"
"2190","J. Shenker","J. Shenker","TE","LV","8","","injury-status","Final W 17-16 @ DEN","-","671.7","-","-","-","-","-","-","-","-","-","-","-"
"2191","T. Harrison","T. Harrison","WR","TEN","10","","injury-status","Final L 15-16 @ NO","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2192","J. Matthews","J. Matthews","WR","HOU","6","","injury-status","Final L 9-25 @ BAL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2193","K. Leach","K. Leach","TE","","","","injury-status","BYE","-","348.3","-","-","-","-","-","-","-","-","-","-","-"
"2194","T. Grimes","T. Grimes","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2195","D. Daniels","D. Daniels","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2196","N. Adkins","N. Adkins","TE","DEN","12","Out","injury-status out","Final L 16-17 vs LV","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2197","I. Bowser","I. Bowser","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2198","R. Miller","R. Miller","WR","TB","9","","injury-status","Final W 20-17 @ MIN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2199","K. Warner","K. Warner","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2200","T. Barber","T. Barber","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2201","T. Taula","T. Taula","TE","TB","9","","injury-status","Final W 20-17 @ MIN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2202","R. Brown","R. Brown","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2203","B. Burmeister","B. Burmeister","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2204","N. Henderson","N. Henderson","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2205","S. Ryan","S. Ryan","WR","BAL","7","","injury-status","Final W 25-9 vs HOU","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2206","B. Walker","B. Walker","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2207","O. Wright","O. Wright","RB","BAL","7","","injury-status","Final W 25-9 vs HOU","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2208","D. Demus","D. Demus","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2209","T. Vokolek","T. Vokolek","TE","ARI","8","","injury-status","Final L 16-20 @ WAS","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2210","J. Lumpkin","J. Lumpkin","TE","DEN","12","","injury-status","Final L 16-17 vs LV","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2211","J. Mims","J. Mims","RB","NO","11","","injury-status","Final W 16-15 vs TEN","-","419.9","-","-","-","-","-","-","-","-","-","-","-"
"2212","T. Shavers","T. Shavers","WR","BUF","7","","injury-status","Final L 16-22 @ NYJ","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2213","J. Blackman","J. Blackman","QB","","","","injury-status","BYE","-","647.0","-","-","-","-","-","-","-","-","-","-","-"
"2214","D. Davis","D. Davis","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2215","C. Coleman","C. Coleman","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2216","K. Case","K. Case","WR","","","","injury-status","BYE","-","588.0","-","-","-","-","-","-","-","-","-","-","-"
"2217","T. Adams","T. Adams","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2218","T. Greaney","T. Greaney","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2219","C. Cota","C. Cota","WR","HOU","6","","injury-status","Final L 9-25 @ BAL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2220","K. Thompson","K. Thompson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2221","J. Vann","J. Vann","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2222","N. Remigio","N. Remigio","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2223","T. Luther","T. Luther","WR","NE","14","","injury-status","Final L 20-25 vs PHI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2224","E. Jenkins","E. Jenkins","TE","LV","8","","injury-status","Final W 17-16 @ DEN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2225","B. Westfield","B. Westfield","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2226","Z. Scott","Z. Scott","RB","IND","11","Ques","injury-status questionable","Final L 21-31 vs JAX","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2227","R. Jones","R. Jones","TE","NYG","14","","injury-status","Final L 0-40 vs DAL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2228","C. Chrest","C. Chrest","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2229","D. Hagans","D. Hagans","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2230","J. King","J. King","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2231","B. Russell","B. Russell","TE","SEA","8","","injury-status","Final L 13-30 vs LAR","-","577.4","-","-","-","-","-","-","-","-","-","-","-"
"2232","J. Ngata","J. Ngata","WR","PHI","9","","injury-status","Final W 25-20 @ NE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2233","H. Hall","H. Hall","RB","","","","injury-status","BYE","-","497.7","-","-","-","-","-","-","-","-","-","-","-"
"2234","A. Cruickshank","A. Cruickshank","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2235","T. Pitts","T. Pitts","WR","GB","5","Ques","injury-status questionable","Final W 38-20 @ CHI","-","695.8","-","-","-","-","-","-","-","-","-","-","-"
"2236","D. Caffrey","D. Caffrey","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2237","A. Szmyt","A. Szmyt","K","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2238","R. Burns","R. Burns","RB","CHI","5","","injury-status","Final L 20-38 vs GB","-","257.0","-","-","-","-","-","-","-","-","-","-","-"
"2239","S. Jackson","S. Jackson","WR","CIN","10","","injury-status","Final L 3-24 @ CLE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2240","C. Smith","C. Smith","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2241","M. Hippenhammer","M. Hippenhammer","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2242","P. Murtagh","P. Murtagh","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2243","J. Saylors","J. Saylors","RB","","","","injury-status","BYE","-","284.5","-","-","-","-","-","-","-","-","-","-","-"
"2244","I. Winstead","I. Winstead","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2245","C. Trahan","C. Trahan","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2246","C. Tyler","C. Tyler","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2247","T. Lindsey","T. Lindsey","WR","","","","injury-status","BYE","-","538.8","-","-","-","-","-","-","-","-","-","-","-"
"2248","N. Gindorff","N. Gindorff","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2249","G. Hebert","G. Hebert","TE","PHI","9","","injury-status","Final W 25-20 @ NE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2250","J. Hall","J. Hall","WR","","","","injury-status","BYE","-","589.0","-","-","-","-","-","-","-","-","-","-","-"
"2251","M. Cooper","M. Cooper","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2252","H. Ahlers","H. Ahlers","QB","","","","injury-status","BYE","-","311.8","-","-","-","-","-","-","-","-","-","-","-"
"2253","T. Morgan","T. Morgan","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2254","C. McDonald","C. McDonald","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2255","H. Pearson","H. Pearson","RB","GB","5","","injury-status","Final W 38-20 @ CHI","-","362.8","-","-","-","-","-","-","-","-","-","-","-"
"2256","D. Watts","D. Watts","WR","PIT","5","","injury-status","Final L 7-30 vs SF","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2257","B. Whiteheart","B. Whiteheart","TE","ARI","8","Ques","injury-status questionable","Final L 16-20 @ WAS","-","694.2","-","-","-","-","-","-","-","-","-","-","-"
"2258","J. Honigford","J. Honigford","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2259","M. Flowers","M. Flowers","WR","","","","injury-status","BYE","-","646.9","-","-","-","-","-","-","-","-","-","-","-"
"2260","J. Marshall","J. Marshall","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2261","K. Harris","K. Harris","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2262","Z. Malone","Z. Malone","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2263","C. Washington","C. Washington","RB","ATL","5","","injury-status","Final W 24-10 vs CAR","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2264","D. Arias","D. Arias","WR","","","","injury-status","BYE","-","679.5","-","-","-","-","-","-","-","-","-","-","-"
"2265","R. Awatt","R. Awatt","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2266","K. Laborn","K. Laborn","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2267","J. Colletto","J. Colletto","RB","PIT","5","","injury-status","Final L 7-30 vs SF","-","431.6","-","-","-","-","-","-","-","-","-","-","-"
"2268","S. Wyatt","S. Wyatt","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2269","D. Winn","D. Winn","QB","LAR","8","","injury-status","Final W 30-13 @ SEA","-","638.1","-","-","-","-","-","-","-","-","-","-","-"
"2270","X. Smith","X. Smith","WR","LAR","8","","injury-status","Final W 30-13 @ SEA","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2271","T. DeMorat","T. DeMorat","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2272","Z. Bowens","Z. Bowens","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2273","J. Sample","J. Sample","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2274","B. Tremayne","B. Tremayne","WR","WAS","12","","injury-status","Final W 20-16 vs ARI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2275","C. Sims","C. Sims","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2276","T. Hudson","T. Hudson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2277","L. Taylor","L. Taylor","TE","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2278","O. Martin","O. Martin","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2279","J. Jenkins","J. Jenkins","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2280","P. Wilson","P. Wilson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2281","M. Ezeike","M. Ezeike","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2282","T. Hoosman","T. Hoosman","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2283","T. Bynum","T. Bynum","WR","LAC","12","","injury-status","Final L 34-36 vs MIA","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2284","J. Wilson","J. Wilson","TE","GB","5","","injury-status","Final W 38-20 @ CHI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2285","S. Barnett","S. Barnett","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2286","S. Davis","S. Davis","WR","NO","11","","injury-status","Final W 16-15 vs TEN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2287","S. Thompson","S. Thompson","RB","DAL","10","","injury-status","Final W 40-0 @ NYG","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2288","C. McClelland","C. McClelland","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2289","M. Lewis","M. Lewis","TE","CHI","5","","injury-status","Final L 20-38 vs GB","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2290","K. Jackson","K. Jackson","WR","TEN","10","","injury-status","Final L 15-16 @ NO","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2291","B. Potter","B. Potter","K","","","","injury-status","BYE","-","699.7","-","-","-","-","-","-","-","-","-","-","-"
"2292","M. Pottebaum","M. Pottebaum","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2293","C. Johnson","C. Johnson","WR","TB","9","","injury-status","Final W 20-17 @ MIN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2294","M. Knowles","M. Knowles","WR","MIN","6","","injury-status","Final L 17-20 vs TB","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2295","J. Podlesny","J. Podlesny","K","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2296","T. Thomas","T. Thomas","WR","MIN","6","","injury-status","Final L 17-20 vs TB","-","627.8","-","-","-","-","-","-","-","-","-","-","-"
"2297","K. Allen","K. Allen","WR","WAS","12","","injury-status","Final W 20-16 vs ARI","-","605.4","-","-","-","-","-","-","-","-","-","-","-"
"2298","M. Tinsley","M. Tinsley","WR","WAS","12","","injury-status","Final W 20-16 vs ARI","-","556.9","-","-","-","-","-","-","-","-","-","-","-"
"2299","A. Martinez","A. Martinez","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2300","R. Burns","R. Burns","RB","CHI","5","","injury-status","Final L 20-38 vs GB","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2301","J. Wayne","J. Wayne","WR","HOU","6","","injury-status","Final L 9-25 @ BAL","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2302","C. Dowell","C. Dowell","WR","TEN","10","","injury-status","Final L 15-16 @ NO","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2303","J. Brooks","J. Brooks","WR","DAL","10","","injury-status","Final W 40-0 @ NYG","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2304","G. DuBose","G. DuBose","WR","GB","5","Ques","injury-status questionable","Final W 38-20 @ CHI","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2305","S. Gostkowski","S. Gostkowski","K","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2306","M. Landers","M. Landers","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2307","T. Dye","T. Dye","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2308","P. Invalid","P. Invalid","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2309","X. Valladay","X. Valladay","RB","NYJ","9","","injury-status","Final W 22-16 vs BUF","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2310","A. Quevedo","A. Quevedo","K","","","","injury-status","BYE","-","570.0","-","-","-","-","-","-","-","-","-","-","-"
"2311","T. Benjamin","T. Benjamin","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2312","M. Sanu","M. Sanu","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2313","M. Ibrahim","M. Ibrahim","RB","DET","8","","injury-status","Final W 21-20 @ KC","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2314","L. Miller","L. Miller","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2315","N. Foles","N. Foles","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2316","J. Wayne","J. Wayne","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2317","B. Willis","B. Willis","TE","SF","14","","injury-status","Final W 30-7 @ PIT","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2318","C. Peoples","C. Peoples","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"2319","M. Golden","M. Golden","WR","GB","5","","injury-status","Final W 38-20 @ CHI","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2320","J. Royals","J. Royals","WR","KC","10","Ques","injury-status questionable","Final L 20-21 vs DET","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2321","T. Rutenbeck","T. Rutenbeck","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2322","N. Noel","N. Noel","RB","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2323","D. Edwards","D. Edwards","RB","WAS","12","","injury-status","Final W 20-16 vs ARI","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2324","X. White","X. White","WR","","","","injury-status","BYE","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2325","C. Stover","C. Stover","TE","HOU","6","","injury-status","Final L 9-25 @ BAL","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2326","D. Culp","D. Culp","TE","TB","9","","injury-status","Final W 20-17 @ MIN","-","-","-","-","-","-","-","-","-","-","-","-","-"
