"index","short_name","name","position","team","bye_week","injury_text","injury_class","game_status","points","stat_2","stat_3","stat_4","stat_5","stat_6","stat_7","stat_8","stat_9","stat_10","stat_11","stat_12","stat_13"
"1708","R. Jones","R. Jones","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1709","D. Guice","D. Guice","RB","","","","injury-status","BYE","-","676.9","-","-","-","-","-","-","-","-","-","-","-"
"1710","M. Ateman","M. Ateman","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1711","D. Smith","D. Smith","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1712","S. Noil","S. Noil","WR","","","","injury-status","BYE","-","618.5","-","-","-","-","-","-","-","-","-","-","-"
"1713","A. Riles","A. Riles","WR","IND","11","","injury-status","Sun 1:00 PMvs MIA","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1714","S. Howard","S. Howard","QB","SEA","8","","injury-status","Sun 4:05 PMvs SF","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1715","J. Williams","J. Williams","WR","","","","injury-status","BYE","-","592.8","-","-","-","-","-","-","-","-","-","-","-"
"1716","A. Appleby","A. Appleby","QB","","","","injury-status","BYE","-","651.5","-","-","-","-","-","-","-","-","-","-","-"
"1717","F. House","F. House","TE","CHI","5","","injury-status","Mon 8:15 PMvs MIN","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1718","A. Fulwood","A. Fulwood","WR","","","","injury-status","BYE","-","694.8","-","-","-","-","-","-","-","-","-","-","-"
"1719","N. Schuessler","N. Schuessler","QB","PIT","5","","injury-status","Sun 1:00 PM@ NYJ","-","500.0","-","-","-","-","-","-","-","-","-","-","-"
"1720","Z. Terrell","Z. Terrell","QB","BAL","7","","injury-status","Sun 8:20 PM@ BUF","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1721","R. Shell","R. Shell","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1722","G. Scantling","G. Scantling","WR","ATL","5","","injury-status","Sun 1:00 PMvs TB","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1723","D. Virgies","D. Virgies","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1724","Q. McDuffie","Q. McDuffie","WR","","","","injury-status","BYE","-","686.3","-","-","-","-","-","-","-","-","-","-","-"
"1725","D. Amendola","D. Amendola","WR","","","","injury-status","BYE","-","699.0","-","-","-","-","-","-","-","-","-","-","-"
"1726","C. Daniel","C. Daniel","QB","","","","injury-status","BYE","-","551.4","-","-","-","-","-","-","-","-","-","-","-"
"1727","R. Gould","R. Gould","K","","","","injury-status","BYE","-","618.0","-","-","-","-","-","-","-","-","-","-","-"
"1728","L. Atkins","L. Atkins","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1729","B. Zylstra","B. Zylstra","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1730","C. Bazile","C. Bazile","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1731","J. Robinson","J. Robinson","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1732","J. Rosen","J. Rosen","QB","","","","injury-status","BYE","-","627.4","-","-","-","-","-","-","-","-","-","-","-"
"1733","K. Taylor","K. Taylor","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1734","R. Cracraft","R. Cracraft","WR","","","","injury-status","BYE","-","553.0","-","-","-","-","-","-","-","-","-","-","-"
"1735","J. Evans","J. Evans","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1736","M. Leidner","M. Leidner","QB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1737","D. Sims","D. Sims","RB","","","","injury-status","BYE","-","275.0","-","-","-","-","-","-","-","-","-","-","-"
"1738","A. Price","A. Price","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1739","J. Liggins","J. Liggins","WR","","","","injury-status","BYE","-","603.3","-","-","-","-","-","-","-","-","-","-","-"
"1740","D. Williams","D. Williams","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1741","R. Davis","R. Davis","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1742","G. Hopper","G. Hopper","WR","","","","injury-status","BYE","-","656.1","-","-","-","-","-","-","-","-","-","-","-"
"1743","K. Lucas","K. Lucas","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1744","J. Staples","J. Staples","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1745","B. Riley","B. Riley","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1746","D. Hampton","D. Hampton","WR","","","","injury-status","BYE","-","676.5","-","-","-","-","-","-","-","-","-","-","-"
"1747","M. Bracy","M. Bracy","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1748","M. Estes","M. Estes","TE","","","","injury-status","BYE","-","552.0","-","-","-","-","-","-","-","-","-","-","-"
"1749","B. Radcliff","B. Radcliff","RB","","","","injury-status","BYE","-","563.5","-","-","-","-","-","-","-","-","-","-","-"
"1750","P. Howard","P. Howard","WR","","","","injury-status","BYE","-","685.3","-","-","-","-","-","-","-","-","-","-","-"
"1751","N. Iese","N. Iese","TE","","","","injury-status","BYE","-","440.1","-","-","-","-","-","-","-","-","-","-","-"
"1752","C. Germany","C. Germany","WR","","","","injury-status","BYE","-","479.0","-","-","-","-","-","-","-","-","-","-","-"
"1753","J. Rounds","J. Rounds","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1754","T. Armstrong Jr.","T. Armstrong Jr.","QB","","","","injury-status","BYE","-","397.0","-","-","-","-","-","-","-","-","-","-","-"
"1755","D. Victor","D. Victor","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1756","R. Wheelwright","R. Wheelwright","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1757","J. Westerkamp","J. Westerkamp","WR","","","","injury-status","BYE","-","695.5","-","-","-","-","-","-","-","-","-","-","-"
"1758","J. Seales","J. Seales","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1759","K. Whitfield","K. Whitfield","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1760","B. Cherry","B. Cherry","WR","","","","injury-status","BYE","-","649.0","-","-","-","-","-","-","-","-","-","-","-"
"1761","D. Hayes","D. Hayes","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1762","D. Olson","D. Olson","QB","","","","injury-status","BYE","-","304.0","-","-","-","-","-","-","-","-","-","-","-"
"1763","D. Llorens","D. Llorens","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1764","A. Zaruba","A. Zaruba","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1765","F. Brown","F. Brown","WR","","","","injury-status","BYE","-","699.3","-","-","-","-","-","-","-","-","-","-","-"
"1766","L. Lenoir","L. Lenoir","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1767","C. Posey","C. Posey","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1768","S. Donatell","S. Donatell","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1769","B. Burns","B. Burns","TE","BAL","7","","injury-status","Sun 8:20 PM@ BUF","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1770","D. Arnold","D. Arnold","TE","","","","injury-status","BYE","-","565.0","-","-","-","-","-","-","-","-","-","-","-"
"1771","C. Pearson","C. Pearson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1772","A. Gray","A. Gray","TE","","","","injury-status","BYE","-","649.5","-","-","-","-","-","-","-","-","-","-","-"
"1773","J. Bacci","J. Bacci","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1774","S. Cotton","S. Cotton","TE","","","","injury-status","BYE","-","643.0","-","-","-","-","-","-","-","-","-","-","-"
"1775","B. Houston","B. Houston","QB","","","","injury-status","BYE","-","578.3","-","-","-","-","-","-","-","-","-","-","-"
"1776","M. Paige","M. Paige","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1777","P. Odom","P. Odom","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1778","S. Ryan","S. Ryan","WR","","","","injury-status","BYE","-","631.0","-","-","-","-","-","-","-","-","-","-","-"
"1779","G. Pascascio","G. Pascascio","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1780","K. Mabon","K. Mabon","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1781","T. Ferguson","T. Ferguson","QB","","","","injury-status","BYE","-","342.1","-","-","-","-","-","-","-","-","-","-","-"
"1782","K. Snead","K. Snead","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1783","K. Abdullah","K. Abdullah","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1784","T. Edmunds","T. Edmunds","RB","","","","injury-status","BYE","-","611.0","-","-","-","-","-","-","-","-","-","-","-"
"1785","A. Bailey","A. Bailey","QB","BAL","7","","injury-status","Sun 8:20 PM@ BUF","-","253.0","-","-","-","-","-","-","-","-","-","-","-"
"1786","L. Clark","L. Clark","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1787","T. Swoopes","T. Swoopes","TE","","","","injury-status","BYE","-","607.0","-","-","-","-","-","-","-","-","-","-","-"
"1788","D. Rogers","D. Rogers","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1789","A. Brown","A. Brown","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1790","A. Scott","A. Scott","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1791","A. Patton","A. Patton","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1792","E. Jenkins","E. Jenkins","QB","","","","injury-status","BYE","-","587.5","-","-","-","-","-","-","-","-","-","-","-"
"1793","S. Culkin","S. Culkin","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1794","C. Clement","C. Clement","RB","","","","injury-status","BYE","-","694.0","-","-","-","-","-","-","-","-","-","-","-"
"1795","B. Brown","B. Brown","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1796","C. Thompson","C. Thompson","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1797","K. Johnson","K. Johnson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1798","L. Tillery","L. Tillery","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1799","I. Mathers","I. Mathers","RB","","","","injury-status","BYE","-","625.8","-","-","-","-","-","-","-","-","-","-","-"
"1800","A. Etta-Tawo","A. Etta-Tawo","WR","","","","injury-status","BYE","-","267.0","-","-","-","-","-","-","-","-","-","-","-"
"1801","T. Cook","T. Cook","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1802","K. Cole","K. Cole","WR","","","","injury-status","BYE","-","650.0","-","-","-","-","-","-","-","-","-","-","-"
"1803","C. Bluiett","C. Bluiett","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1804","S. Hill","S. Hill","WR","","","","injury-status","BYE","-","612.0","-","-","-","-","-","-","-","-","-","-","-"
"1805","D. Gray","D. Gray","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1806","Z. Conque","Z. Conque","QB","","","","injury-status","BYE","-","498.0","-","-","-","-","-","-","-","-","-","-","-"
"1807","E. Baylis","E. Baylis","TE","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1808","N. Thomas","N. Thomas","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1809","M. Rector","M. Rector","WR","","","","injury-status","BYE","-","661.0","-","-","-","-","-","-","-","-","-","-","-"
"1810","D. Ford","D. Ford","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1811","B. Barnes","B. Barnes","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1812","K. Sloter","K. Sloter","QB","","","","injury-status","BYE","-","436.5","-","-","-","-","-","-","-","-","-","-","-"
"1813","A. Nash","A. Nash","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1814","B. Jarwin","B. Jarwin","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1815","B. Brown","B. Brown","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1816","T. McNamara","T. McNamara","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1817","F. Stevenson","F. Stevenson","RB","","","","injury-status","BYE","-","363.5","-","-","-","-","-","-","-","-","-","-","-"
"1818","A. Phillips","A. Phillips","K","","","","injury-status","BYE","-","611.3","-","-","-","-","-","-","-","-","-","-","-"
"1819","T. Gentry","T. Gentry","WR","","","","injury-status","BYE","-","605.0","-","-","-","-","-","-","-","-","-","-","-"
"1820","M. Crabtree","M. Crabtree","WR","","","","injury-status","BYE","-","684.0","-","-","-","-","-","-","-","-","-","-","-"
"1821","J. Bouagnon","J. Bouagnon","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1822","K. Towbridge","K. Towbridge","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1823","D. Shorts","D. Shorts","WR","","","","injury-status","BYE","-","365.0","-","-","-","-","-","-","-","-","-","-","-"
"1824","J. Johnson","J. Johnson","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1825","J. Croom","J. Croom","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1826","S. Wroblewski","S. Wroblewski","TE","","","","injury-status","BYE","-","658.0","-","-","-","-","-","-","-","-","-","-","-"
"1827","J. Summers","J. Summers","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1828","R. Seals-Jones","R. Seals-Jones","TE","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1829","T. Knight","T. Knight","QB","","","","injury-status","BYE","-","686.0","-","-","-","-","-","-","-","-","-","-","-"
"1830","K. Hogan","K. Hogan","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1831","T. Dural","T. Dural","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1832","D. Redding","D. Redding","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1833","B. Johnson","B. Johnson","WR","","","","injury-status","BYE","-","694.0","-","-","-","-","-","-","-","-","-","-","-"
"1834","G. Marks","G. Marks","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1835","J. Robinson-Woodgett","J. Robinson-Woodgett","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1836","T. Stevens","T. Stevens","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1837","A. Moore","A. Moore","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1838","M. Kemp","M. Kemp","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1839","W. Houston","W. Houston","TE","CAR","14","","injury-status","Sun 1:00 PM@ JAX","-","615.5","-","-","-","-","-","-","-","-","-","-","-"
"1840","G. Dieter","G. Dieter","WR","","","","injury-status","BYE","-","572.0","-","-","-","-","-","-","-","-","-","-","-"
"1841","W. Stanback","W. Stanback","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1842","B. Wilson","B. Wilson","WR","","","","injury-status","BYE","-","650.0","-","-","-","-","-","-","-","-","-","-","-"
"1843","T. Sperbeck","T. Sperbeck","WR","","","","injury-status","BYE","-","389.4","-","-","-","-","-","-","-","-","-","-","-"
"1844","S. Liufau","S. Liufau","QB","","","","injury-status","BYE","-","688.5","-","-","-","-","-","-","-","-","-","-","-"
"1845","A. Auclair","A. Auclair","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1846","T. McCloskey","T. McCloskey","RB","","","","injury-status","BYE","-","645.0","-","-","-","-","-","-","-","-","-","-","-"
"1847","K. Cannon","K. Cannon","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1848","M. Breida","M. Breida","RB","","","","injury-status","BYE","-","646.8","-","-","-","-","-","-","-","-","-","-","-"
"1849","V. Bolden","V. Bolden","WR","","","","injury-status","BYE","-","686.0","-","-","-","-","-","-","-","-","-","-","-"
"1850","K. Hatcher","K. Hatcher","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1851","C. Harris","C. Harris","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1852","A. Firkser","A. Firkser","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1853","B. Estime","B. Estime","WR","","","","injury-status","BYE","-","441.0","-","-","-","-","-","-","-","-","-","-","-"
"1854","J. Hollister","J. Hollister","TE","","","","injury-status","BYE","-","682.5","-","-","-","-","-","-","-","-","-","-","-"
"1855","C. Hollister","C. Hollister","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1856","A. Carr","A. Carr","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1857","R. Shelton","R. Shelton","WR","","","","injury-status","BYE","-","492.0","-","-","-","-","-","-","-","-","-","-","-"
"1858","J. Price","J. Price","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1859","T. Newby","T. Newby","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1860","W. Lunt","W. Lunt","QB","","","","injury-status","BYE","-","433.2","-","-","-","-","-","-","-","-","-","-","-"
"1861","D. Stringfellow","D. Stringfellow","WR","","","","injury-status","BYE","-","492.0","-","-","-","-","-","-","-","-","-","-","-"
"1862","D. Morgan","D. Morgan","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1863","M. Lewis","M. Lewis","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1864","K. Phillips","K. Phillips","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1865","A. Peck","A. Peck","TE","","","","injury-status","BYE","-","590.8","-","-","-","-","-","-","-","-","-","-","-"
"1866","S. Williams","S. Williams","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1867","M. Madaris","M. Madaris","WR","","","","injury-status","BYE","-","688.0","-","-","-","-","-","-","-","-","-","-","-"
"1868","D. Laufasa","D. Laufasa","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1869","K. Hamilton","K. Hamilton","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1870","C. Carter","C. Carter","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1871","F. Ross","F. Ross","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1872","A. Duke","A. Duke","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1873","R. Ortiz","R. Ortiz","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1874","T. Mizzell","T. Mizzell","RB","NYG","14","Ques","injury-status questionable","Sun 1:00 PM@ WAS","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1875","C. Board","C. Board","WR","","","Ques","injury-status questionable","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1876","L. Jacobs","L. Jacobs","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1877","P. Walker","P. Walker","QB","","","","injury-status","BYE","-","620.3","-","-","-","-","-","-","-","-","-","-","-"
"1878","J. Natson","J. Natson","WR","","","","injury-status","BYE","-","628.0","-","-","-","-","-","-","-","-","-","-","-"
"1879","J. Lane","J. Lane","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1880","C. Jeter","C. Jeter","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1881","B. Howard","B. Howard","TE","","","","injury-status","BYE","-","524.2","-","-","-","-","-","-","-","-","-","-","-"
"1882","T. Griffey","T. Griffey","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1883","D. Daniels","D. Daniels","TE","","","","injury-status","BYE","-","604.5","-","-","-","-","-","-","-","-","-","-","-"
"1884","D. Crossan","D. Crossan","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1885","J. Quick","J. Quick","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1886","Z. Pascal","Z. Pascal","WR","","","","injury-status","BYE","-","548.6","-","-","-","-","-","-","-","-","-","-","-"
"1887","S. Orndoff","S. Orndoff","TE","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1888","T. Renew","T. Renew","RB","","","","injury-status","BYE","-","704.0","-","-","-","-","-","-","-","-","-","-","-"
"1889","J. Magee","J. Magee","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1890","I. Zamora","I. Zamora","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1891","R. Davis","R. Davis","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1892","K. Muhammad","K. Muhammad","RB","","","","injury-status","BYE","-","602.0","-","-","-","-","-","-","-","-","-","-","-"
"1893","C. Carson","C. Carson","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1894","E. McGuire","E. McGuire","RB","KC","10","","injury-status","Fri 8:00 PM@ LAC","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1895","I. Ford","I. Ford","WR","","","","injury-status","BYE","-","511.8","-","-","-","-","-","-","-","-","-","-","-"
"1896","S. Rogers","S. Rogers","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1897","M. Schreck","M. Schreck","TE","","","","injury-status","BYE","-","530.2","-","-","-","-","-","-","-","-","-","-","-"
"1898","A. Armah","A. Armah","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1899","J. Sprinkle","J. Sprinkle","TE","","","Ques","injury-status questionable","BYE","-","685.5","-","-","-","-","-","-","-","-","-","-","-"
"1900","T. Taylor","T. Taylor","WR","SF","14","IR","injury-status ir","Sun 4:05 PM@ SEA","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1901","S. Gibson","S. Gibson","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1902","R. Adams","R. Adams","WR","","","","injury-status","BYE","-","692.5","-","-","-","-","-","-","-","-","-","-","-"
"1903","D. Yancey","D. Yancey","WR","","","","injury-status","BYE","-","303.0","-","-","-","-","-","-","-","-","-","-","-"
"1904","J. Agnew","J. Agnew","WR","ATL","5","Ques","injury-status questionable","Sun 1:00 PMvs TB","-","510.0","-","-","-","-","-","-","-","-","-","-","-"
"1905","I. McKenzie","I. McKenzie","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1906","B. Hill","B. Hill","RB","","","","injury-status","BYE","-","624.0","-","-","-","-","-","-","-","-","-","-","-"
"1907","T. Logan","T. Logan","RB","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1908","B. Hodges","B. Hodges","TE","","","","injury-status","BYE","-","643.0","-","-","-","-","-","-","-","-","-","-","-"
"1909","N. Peterman","N. Peterman","QB","","","","injury-status","BYE","-","681.8","-","-","-","-","-","-","-","-","-","-","-"
"1910","C. Hansen","C. Hansen","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1911","J. Chesson","J. Chesson","WR","","","","injury-status","BYE","-","498.0","-","-","-","-","-","-","-","-","-","-","-"
"1912","R. Switzer","R. Switzer","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1913","J. Malone","J. Malone","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1914","T. Cohen","T. Cohen","RB","","","","injury-status","BYE","-","578.7","-","-","-","-","-","-","-","-","-","-","-"
"1915","J. Leggett","J. Leggett","TE","","","","injury-status","BYE","-","507.5","-","-","-","-","-","-","-","-","-","-","-"
"1916","M. Mack","M. Mack","RB","","","Ques","injury-status questionable","BYE","-","680.5","-","-","-","-","-","-","-","-","-","-","-"
"1917","J. Butt","J. Butt","TE","","","","injury-status","BYE","-","661.8","-","-","-","-","-","-","-","-","-","-","-"
"1918","W. Gallman","W. Gallman","RB","","","","injury-status","BYE","-","549.5","-","-","-","-","-","-","-","-","-","-","-"
"1919","J. Williams","J. Williams","RB","","","","injury-status","BYE","-","628.3","-","-","-","-","-","-","-","-","-","-","-"
"1920","D. Westbrook","D. Westbrook","WR","","","","injury-status","BYE","-","525.0","-","-","-","-","-","-","-","-","-","-","-"
"1921","A. Darboh","A. Darboh","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1922","K. Golladay","K. Golladay","WR","","","","injury-status","BYE","-","271.0","-","-","-","-","-","-","-","-","-","-","-"
"1923","C. Williams","C. Williams","WR","","","Ques","injury-status questionable","BYE","-","515.5","-","-","-","-","-","-","-","-","-","-","-"
"1924","C. Beathard","C. Beathard","QB","","","","injury-status","BYE","-","653.7","-","-","-","-","-","-","-","-","-","-","-"
"1925","T. Taylor","T. Taylor","WR","","","","injury-status","BYE","-","999.0","-","-","-","-","-","-","-","-","-","-","-"
"1926","D. Foreman","D. Foreman","RB","","","","injury-status","BYE","-","527.5","-","-","-","-","-","-","-","-","-","-","-"
"1927","C. Henderson","C. Henderson","WR","","","","injury-status","BYE","-","694.0","-","-","-","-","-","-","-","-","-","-","-"
