,name,position,team,bye_week,points,points_actual,year,difference,pos_med,pos_min,var,pred_mean,pred_variance,mean_error,var_error,mean_actual,lambda,adjusted_pts
272,L. Jackson,QB,BAL,7.0,357.0,0.0,2023,-357.0,307.0,157.0,200.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,346.6037303676706
273,J. Burrow,QB,CIN,10.0,335.0,151.0,2023,-184.0,307.0,157.0,178.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,328.37510128204366
274,J. Herbert,QB,LAC,12.0,317.0,237.0,2023,-80.0,307.0,157.0,160.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,313.4607683938034
275,T. Tagovailoa,QB,MIA,12.0,311.0,271.0,2023,-40.0,307.0,157.0,154.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,308.4893240977233
276,T. Tagovailoa,QB,MIA,12.0,311.0,0.0,2023,-311.0,307.0,157.0,154.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,308.4893240977233
277,J. Fields,QB,CHI,5.0,311.0,229.0,2023,-82.0,307.0,157.0,154.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,308.4893240977233
278,C. McCaffrey,RB,SF,14.0,309.0,355.0,2023,46.0,187.0,79.0,230.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,261.5833584873125
279,A. Ekeler,RB,LAC,12.0,261.0,155.0,2023,-106.0,187.0,79.0,182.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,229.99927765263664
280,B. Robinson,RB,ATL,5.0,237.0,213.0,2023,-24.0,187.0,79.0,158.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,214.2072372352987
281,B. Robinson,RB,ATL,5.0,237.0,176.0,2023,-61.0,187.0,79.0,158.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,214.2072372352987
282,D. Henry,RB,TEN,10.0,230.0,233.0,2023,3.0,187.0,79.0,151.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,209.60122544690844
283,S. Barkley,RB,NYG,14.0,229.0,201.0,2023,-28.0,187.0,79.0,150.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,208.9432237628527
284,J. Jacobs,RB,LV,8.0,222.0,160.0,2023,-62.0,187.0,79.0,143.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,204.33721197446246
285,T. Etienne,RB,JAX,8.0,217.0,253.0,2023,36.0,187.0,79.0,138.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,201.04720355418374
286,T. Etienne,RB,JAX,8.0,217.0,0.0,2023,-217.0,187.0,79.0,138.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,201.04720355418374
287,T. Pollard,RB,DAL,10.0,213.0,192.0,2023,-21.0,187.0,79.0,134.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,198.41519681796075
288,D. Montgomery,RB,DET,8.0,213.0,197.0,2023,-16.0,187.0,79.0,134.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,198.41519681796075
289,D. Montgomery,RB,DET,8.0,213.0,13.0,2023,-200.0,187.0,79.0,134.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,198.41519681796075
290,R. Stevenson,RB,NE,14.0,204.0,126.0,2023,-78.0,187.0,79.0,125.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,192.493181661459
291,N. Harris,RB,PIT,5.0,203.0,179.0,2023,-24.0,187.0,79.0,124.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,191.83517997740324
292,J. Mixon,RB,CIN,10.0,202.0,241.0,2023,39.0,187.0,79.0,123.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,191.1771782933475
293,D. Pierce,RB,HOU,6.0,201.0,76.0,2023,-125.0,187.0,79.0,122.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,190.51917660929178
294,K. Walker,RB,SEA,8.0,195.0,184.0,2023,-11.0,187.0,79.0,116.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,186.57116650495726
295,A. Jones,RB,GB,5.0,188.0,118.0,2023,-70.0,187.0,79.0,109.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,181.96515471656704
296,A. Jones,RB,GB,5.0,188.0,0.0,2023,-188.0,187.0,79.0,109.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,181.96515471656704
297,A. Jones,RB,GB,5.0,188.0,0.0,2023,-188.0,187.0,79.0,109.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,181.96515471656704
298,B. Hall,RB,NYJ,9.0,184.0,251.0,2023,67.0,187.0,79.0,105.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,179.33314798034405
299,M. Sanders,RB,CAR,14.0,182.0,72.0,2023,-110.0,187.0,79.0,103.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,178.01714461223256
300,J. Williams,RB,DEN,12.0,181.0,155.0,2023,-26.0,187.0,79.0,102.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,177.35914292817682
301,J. Williams,RB,DEN,12.0,181.0,51.0,2023,-130.0,187.0,79.0,102.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,177.35914292817682
302,T. Kelce,TE,KC,10.0,206.0,172.0,2023,-34.0,129.0,70.0,136.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,184.07295272314641
303,M. Andrews,TE,BAL,7.0,170.0,112.0,2023,-58.0,129.0,70.0,100.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,157.94526582747235
304,T. Hockenson,TE,MIN,6.0,148.0,171.0,2023,23.0,129.0,70.0,78.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,141.97834605789376
305,G. Kittle,TE,SF,14.0,144.0,171.0,2023,27.0,129.0,70.0,74.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,139.07526973615222
306,D. Waller,TE,NYG,14.0,143.0,87.0,2023,-56.0,129.0,70.0,73.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,138.34950065571684
307,D. Goedert,TE,PHI,9.0,138.0,107.0,2023,-31.0,129.0,70.0,68.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,134.72065525353986
308,K. Pitts,TE,ATL,5.0,137.0,111.0,2023,-26.0,129.0,70.0,67.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,133.99488617310448
309,D. Njoku,TE,CLE,9.0,134.0,159.0,2023,25.0,129.0,70.0,64.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,131.81757893179832
310,E. Engram,TE,JAX,8.0,134.0,170.0,2023,36.0,129.0,70.0,64.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,131.81757893179832
311,P. Freiermuth,TE,PIT,5.0,133.0,61.0,2023,-72.0,129.0,70.0,63.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,131.09180985136294
312,S. LaPorta,TE,DET,8.0,120.0,196.0,2023,76.0,129.0,70.0,50.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,121.65681180570286
313,H. Henry,TE,NE,14.0,117.0,98.0,2023,-19.0,129.0,70.0,47.0,126.04166666666667,1039.0195035460995,-39.520833333333336,2749.829343971631,86.52083333333333,0.7257690804353901,119.47950456439668
314,J. Jefferson,WR,MIN,6.0,289.0,167.0,2023,-122.0,182.0,99.0,190.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,256.9664538969173
315,J. Jefferson,WR,MIN,6.0,289.0,0.0,2023,-289.0,182.0,99.0,190.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,256.9664538969173
316,J. Chase,WR,CIN,10.0,267.0,212.0,2023,-55.0,182.0,99.0,168.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,240.97309929819374
317,T. Hill,WR,MIA,12.0,254.0,316.0,2023,62.0,182.0,99.0,155.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,231.5224806716753
318,T. Hill,WR,MIA,12.0,254.0,126.0,2023,-128.0,182.0,99.0,155.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,231.5224806716753
319,D. Adams,WR,LV,8.0,241.0,214.0,2023,-27.0,182.0,99.0,142.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,222.07186204515688
320,S. Diggs,WR,BUF,7.0,241.0,218.0,2023,-23.0,182.0,99.0,142.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,222.07186204515688
321,A. Brown,WR,PHI,9.0,238.0,235.0,2023,-3.0,182.0,99.0,139.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,219.89095005442184
322,A. Brown,WR,PHI,9.0,238.0,0.0,2023,-238.0,182.0,99.0,139.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,219.89095005442184
323,A. Brown,WR,PHI,9.0,238.0,0.0,2023,-238.0,182.0,99.0,139.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,219.89095005442184
324,A. Brown,WR,PHI,9.0,238.0,0.0,2023,-238.0,182.0,99.0,139.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,219.89095005442184
325,A. Brown,WR,PHI,9.0,238.0,0.0,2023,-238.0,182.0,99.0,139.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,219.89095005442184
326,C. Lamb,WR,DAL,10.0,233.0,333.0,2023,100.0,182.0,99.0,134.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,216.25609673653014
327,A. St. Brown,WR,DET,8.0,213.0,270.0,2023,57.0,182.0,99.0,114.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,201.7166834649633
328,J. Waddle,WR,MIA,12.0,205.0,163.0,2023,-42.0,182.0,99.0,106.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,195.90091815633656
329,G. Wilson,WR,NYJ,9.0,201.0,164.0,2023,-37.0,182.0,99.0,102.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,192.9930355020232
330,C. Ridley,WR,JAX,8.0,198.0,191.0,2023,-7.0,182.0,99.0,99.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,190.81212351128815
331,C. Olave,WR,NO,11.0,196.0,188.0,2023,-8.0,182.0,99.0,97.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,189.35818218413146
332,D. Smith,WR,PHI,9.0,196.0,186.0,2023,-10.0,182.0,99.0,97.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,189.35818218413146
333,D. Smith,WR,PHI,9.0,196.0,0.0,2023,-196.0,182.0,99.0,97.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,189.35818218413146
334,D. Smith,WR,PHI,9.0,196.0,0.0,2023,-196.0,182.0,99.0,97.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,189.35818218413146
335,T. Higgins,WR,CIN,10.0,195.0,117.0,2023,-78.0,182.0,99.0,96.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,188.63121152055314
336,C. Kupp,WR,LAR,8.0,192.0,135.0,2023,-57.0,182.0,99.0,93.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,186.4502995298181
337,D. Samuel,WR,SF,14.0,189.0,213.0,2023,24.0,182.0,99.0,90.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,184.26938753908308
338,C. Godwin,WR,TB,9.0,188.0,168.0,2023,-20.0,182.0,99.0,89.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,183.54241687550473
339,D. Metcalf,WR,SEA,8.0,187.0,192.0,2023,5.0,182.0,99.0,88.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,182.8154462119264
340,P. Nacua,WR,LAR,8.0,186.0,245.0,2023,59.0,182.0,99.0,87.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,182.08847554834804
341,M. Evans,WR,TB,9.0,186.0,243.0,2023,57.0,182.0,99.0,87.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,182.08847554834804
342,M. Evans,WR,TB,9.0,186.0,0.0,2023,-186.0,182.0,99.0,87.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,182.08847554834804
343,D. Moore,WR,CHI,5.0,185.0,238.0,2023,53.0,182.0,99.0,86.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,181.36150488476972
344,D. Moore,WR,CHI,5.0,185.0,18.0,2023,-167.0,182.0,99.0,86.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,181.36150488476972
345,A. Cooper,WR,CLE,9.0,184.0,189.0,2023,5.0,182.0,99.0,85.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,180.63453422119136
346,K. Allen,WR,LAC,12.0,182.0,223.0,2023,41.0,182.0,99.0,83.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,179.18059289403467
347,K. Allen,WR,LAC,12.0,182.0,-1.0,2023,-183.0,182.0,99.0,83.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,179.18059289403467
348,K. Allen,WR,LAC,12.0,182.0,0.0,2023,-182.0,182.0,99.0,83.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,179.18059289403467
349,D. London,WR,ATL,5.0,182.0,140.0,2023,-42.0,182.0,99.0,83.0,171.67361111111111,2232.613005050504,-75.90277777777777,5944.577894327896,95.77083333333333,0.7269706635783421,179.18059289403467
350,T. Hunter,"WR, DB - JAX(8)",,,0.0,0.0,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
351,New York. Jets,DEF,NYJ,9.0,112.0,108.0,2024,-4.0,101.0,81.0,31.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,110.82709699240115
352,San Francisco. 49ers,DEF,SF,14.0,109.0,96.0,2024,-13.0,101.0,81.0,28.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,108.12032274430086
353,Pittsburgh. Steelers,DEF,PIT,5.0,108.0,164.0,2024,56.0,101.0,81.0,27.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,107.21806466160076
354,Kansas City. Chiefs,DEF,KC,10.0,107.0,119.0,2024,12.0,101.0,81.0,26.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,106.31580657890068
355,Dallas. Cowboys,DEF,DAL,10.0,107.0,128.0,2024,21.0,101.0,81.0,26.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,106.31580657890068
356,Baltimore. Ravens,DEF,BAL,7.0,106.0,132.0,2024,26.0,101.0,81.0,25.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,105.41354849620058
357,Cleveland. Browns,DEF,CLE,9.0,104.0,92.0,2024,-12.0,101.0,81.0,23.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,103.60903233080039
358,Buffalo. Bills,DEF,BUF,7.0,104.0,149.0,2024,45.0,101.0,81.0,23.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,103.60903233080039
359,Miami. Dolphins,DEF,MIA,12.0,103.0,92.0,2024,-11.0,101.0,81.0,22.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,102.70677424810029
360,Houston. Texans,DEF,HOU,6.0,103.0,148.0,2024,45.0,101.0,81.0,22.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,102.70677424810029
361,Detroit. Lions,DEF,DET,8.0,103.0,136.0,2024,33.0,101.0,81.0,22.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,102.70677424810029
362,Seattle. Seahawks,DEF,SEA,8.0,101.0,149.0,2024,48.0,101.0,81.0,20.0,100.0,62.25531914893616,26.520833333333332,574.6804078014185,126.52083333333333,0.9022580827000956,100.9022580827001
363,J. Tucker,K,BAL,7.0,108.0,133.0,2024,25.0,92.5,83.0,25.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,107.65999523179653
364,E. McPherson,K,CIN,10.0,107.0,87.0,2024,-20.0,92.5,83.0,24.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,106.68457388973894
365,H. Butker,K,KC,10.0,102.0,94.0,2024,-8.0,92.5,83.0,19.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,101.80746717945104
366,B. Aubrey,K,DAL,10.0,99.0,185.0,2024,86.0,92.5,83.0,16.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,98.8812031532783
367,Y. Koo,K,ATL,5.0,96.0,111.0,2024,15.0,92.5,83.0,13.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,95.95493912710556
368,G. Zuerlein,K,NYJ,9.0,95.0,34.0,2024,-61.0,92.5,83.0,12.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,94.97951778504799
369,C. Dicker,K,LAC,12.0,94.0,173.0,2024,79.0,92.5,83.0,11.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,94.0040964429904
370,K. Fairbairn,K,HOU,6.0,94.0,164.0,2024,70.0,92.5,83.0,11.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,94.0040964429904
371,J. Moody,K,SF,14.0,93.0,107.0,2024,14.0,92.5,83.0,10.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,93.02867510093283
372,J. Sanders,K,MIA,12.0,91.0,160.0,2024,69.0,92.5,83.0,8.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,91.07783241681767
373,J. Sanders,K,MIA,12.0,91.0,56.0,2024,-35.0,92.5,83.0,8.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,91.07783241681767
374,J. Elliott,K,PHI,9.0,91.0,132.0,2024,41.0,92.5,83.0,8.0,94.16666666666667,53.80141843971625,11.041666666666666,2135.1471631205677,105.20833333333333,0.9754213420575798,91.07783241681767
375,M. Ammendola,"K, P",,,20.0,0.0,2024,-20.0,0.0,0.0,20.0,5.666666666666667,68.0,-2.888888888888889,135.36111111111114,2.7777777777777777,0.6656194508946865,15.207212129490507
376,R. Santoso,"K, P",,,0.0,0.0,2024,0.0,0.0,0.0,0.0,5.666666666666667,68.0,-2.888888888888889,135.36111111111114,2.7777777777777777,0.6656194508946865,1.8948231115967764
377,K. Vedvik,"K, P",,,0.0,0.0,2024,0.0,0.0,0.0,0.0,5.666666666666667,68.0,-2.888888888888889,135.36111111111114,2.7777777777777777,0.6656194508946865,1.8948231115967764
378,B. Wright,"P, K",,,0.0,29.0,2024,29.0,0.0,0.0,0.0,0.0,0.0,4.25,100.75000000000001,4.25,1.0,0.0
379,B. Wright,"P, K",,,0.0,0.0,2024,0.0,0.0,0.0,0.0,0.0,0.0,4.25,100.75000000000001,4.25,1.0,0.0
380,M. Wile,"P, K",,,0.0,0.0,2024,0.0,0.0,0.0,0.0,0.0,0.0,4.25,100.75000000000001,4.25,1.0,0.0
381,T. Long,"P, K",,,0.0,0.0,2024,0.0,0.0,0.0,0.0,0.0,0.0,4.25,100.75000000000001,4.25,1.0,0.0
382,M. Palardy,"P, K - ARI(8)",,,0.0,0.0,2024,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,
383,J. Allen,QB,BUF,7.0,359.0,380.0,2024,21.0,307.0,157.0,202.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,348.260878466364
384,J. Allen,QB,BUF,7.0,359.0,0.0,2024,-359.0,307.0,157.0,202.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,348.260878466364
385,J. Allen,QB,BUF,7.0,359.0,0.0,2024,-359.0,307.0,157.0,202.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,348.260878466364
386,L. Jackson,QB,BAL,7.0,350.0,424.0,2024,74.0,307.0,157.0,193.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,340.8037120222439
387,L. Jackson,QB,BAL,7.0,350.0,0.0,2024,-350.0,307.0,157.0,193.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,340.8037120222439
388,J. Hurts,QB,PHI,9.0,346.0,311.0,2024,-35.0,307.0,157.0,189.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,337.48941582485713
389,J. Daniels,QB,WAS,12.0,342.0,360.0,2024,18.0,307.0,157.0,185.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,334.1751196274704
390,P. Mahomes,QB,KC,10.0,326.0,292.0,2024,-34.0,307.0,157.0,169.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,320.9179348379235
391,C. Stroud,QB,HOU,6.0,322.0,226.0,2024,-96.0,307.0,157.0,165.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,317.6036386405368
392,K. Murray,QB,ARI,8.0,317.0,300.0,2024,-17.0,307.0,157.0,160.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,313.4607683938034
393,J. Burrow,QB,CIN,10.0,312.0,371.0,2024,59.0,307.0,157.0,155.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,309.31789814706997
394,B. Purdy,QB,SF,14.0,307.0,272.0,2024,-35.0,307.0,157.0,150.0,296.3541666666667,3200.105939716308,-127.9375,15467.464095744686,168.41666666666666,0.8285740493466812,305.17502790033654
395,D. Henry,RB,BAL,7.0,278.0,324.0,2024,46.0,187.0,79.0,199.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,241.18530628158433
396,S. Barkley,RB,PHI,9.0,260.0,337.0,2024,77.0,187.0,79.0,181.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,229.34127596858087
397,B. Hall,RB,NYJ,9.0,257.0,206.0,2024,-51.0,187.0,79.0,178.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,227.36727091641364
398,C. McCaffrey,RB,SF,14.0,250.0,39.0,2024,-211.0,187.0,79.0,171.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,222.7612591280234
399,B. Robinson,RB,ATL,5.0,240.0,310.0,2024,70.0,187.0,79.0,161.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,216.18124228746592
400,B. Robinson,RB,ATL,5.0,240.0,148.0,2024,-92.0,187.0,79.0,161.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,216.18124228746592
401,J. Taylor,RB,IND,11.0,227.0,233.0,2024,6.0,187.0,79.0,148.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,207.6272203947412
402,J. Taylor,RB,IND,11.0,227.0,5.0,2024,-222.0,187.0,79.0,148.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,207.6272203947412
403,I. Pacheco,RB,KC,10.0,215.0,51.0,2024,-164.0,187.0,79.0,136.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,199.73120018607221
404,D. Achane,RB,MIA,12.0,214.0,260.0,2024,46.0,187.0,79.0,135.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,199.07319850201648
405,A. Kamara,RB,NO,11.0,211.0,230.0,2024,19.0,187.0,79.0,132.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,197.09919344984922
406,K. Williams,RB,LAR,8.0,209.0,250.0,2024,41.0,187.0,79.0,130.0,170.35416666666666,3068.3364035087707,-73.53125,5903.451644736843,96.82291666666667,0.6580016840557477,195.78319008173776
