,date,category,last_modified,week,season,season_type,sport,game_id,updated_at,player_id,team_x,company,opponent,adp_2qb,adp_dynasty,adp_dynasty_2qb,adp_dynasty_half_ppr,adp_dynasty_ppr,adp_dynasty_std,adp_half_ppr,adp_idp,adp_ppr,adp_rookie,adp_std,cmp_pct,fum_lost,gp,pass_2pt,pass_att,pass_cmp,pass_fd,pass_int,pass_td,pass_yd,pts_half_ppr,pts_ppr,pts_std,rush_att,rush_fd,rush_td,rush_yd,bonus_rec_rb,rec,rec_0_4,rec_10_19,rec_20_29,rec_30_39,rec_40p,rec_5_9,rec_fd,rec_td,rec_yd,rush_2pt,bonus_rec_wr,bonus_rec_te,def_kr_td,fgm_40_49,fgm_50p,fgm_yds,fgmiss_40_49,fgmiss_50p,xpm,xpmiss,blk_kick,def_fum_td,fum_rec,int,pass_int_td,pts_allow_0,sack,safe,yds_allow_0_100,pr_td,idp_sack,idp_safe,idp_tkl,idp_tkl_ast,idp_tkl_solo,fantasy_positions,first_name,injury_body_part,injury_notes,injury_start_date,injury_status,last_name,news_updated,position,team_y,team_abbr,team_changed_at,years_exp,metadata.channel_id,metadata.rookie_year,metadata,metadata.injury_override_regular_2020_5,metadata.source_id,metadata.years_exp_shift,metadata.injury_override_off_2021_0,metadata.override_active,metadata.injury_override_regular_2020_10,metadata.injury_override_regular_2022_1,metadata.injury_override_regular_2021_1,metadata.injury_override_regular_2020_1,metadata.injury_override_regular_2020_8,metadata.injury_override_regular_2021_3,metadata.injury_override_regular_2021_4,pos_med,pos_min,var,pred_variance,prev_mean_error,prev_var_error,prev_mean_actual,lambda,adjusted_pts
33,,proj,1724831471398,,2024,regular,nfl,season,2024-08-28 07:51:11.398,8259,LAC,rotowire,,255.5,999.0,367.9,286.4,231.7,286.4,164.1,274.5,164.1,999.0,164.1,,,18.0,,,,,,,,94.0,94.0,94.0,,,,,,,,,,,,,,,,,,,,9.0,4.0,641.0,1.0,2.0,40.0,2.0,,,,,,,,,,,,,,,,['K'],Cameron,,,,,Dicker,1712092558542.0,K,LAC,,,2.0,1113708692949200896,2022,,,,,,,,,,,,,,94.0,83.0,11.0,4598.100377258566,29.375,713.2010869565217,126.66666666666667,0.13427991082067484,122.28018957985796
34,,proj,1724831469324,,2024,regular,nfl,season,2024-08-28 07:51:09.324,7042,BUF,rotowire,,290.7,999.0,370.2,283.3,233.8,283.3,165.4,351.8,165.4,999.0,165.4,,,18.0,,,,,,,,90.0,90.0,90.0,,,,,,,,,,,,,,,,,,,,7.0,4.0,543.0,2.0,2.0,44.0,2.0,,,,,,,,,,,,,,,,['K'],Tyler,,,,,Bass,1708214442222.0,K,BUF,,,4.0,1113708758527143936,2020,,,,,,,,,,,,,,94.0,83.0,7.0,4598.100377258566,29.375,713.2010869565217,126.66666666666667,0.13427991082067484,121.74306993657525
35,,proj,1724831466387,,2024,regular,nfl,season,2024-08-28 07:51:06.387,5119,MIA,rotowire,,289.2,999.0,372.9,291.1,235.9,291.1,188.7,353.1,188.7,999.0,188.7,,,18.0,,,,,,,,91.0,91.0,91.0,,,,,,,,,,,,,,,,,,,,8.0,3.0,542.0,2.0,2.0,46.0,2.0,,,,,,,,,,,,,,,,['K'],Jason,,,,,Sanders,1705345258075.0,K,MIA,,,6.0,1113708737396240384,2018,,,,,,,,,,,,,,94.0,83.0,8.0,4598.100377258566,29.375,713.2010869565217,126.66666666666667,0.13427991082067484,121.87734984739593
36,,proj,1724831464033,,2024,regular,nfl,season,2024-08-28 07:51:04.033,2747,SEA,rotowire,,564.0,999.0,650.3,378.2,323.7,378.2,215.5,474.3,215.5,999.0,215.5,,,18.0,,,,,,,,83.0,83.0,83.0,,,,,,,,,,,,,,,,,,,,8.0,3.0,542.0,2.0,2.0,38.0,2.0,,,,,,,,,,,,,,,,['K'],Jason,,,,,Myers,1723968329262.0,K,SEA,,,9.0,1113708723169161216,2015,,,,,,,,,,,,,,94.0,83.0,0.0,4598.100377258566,29.375,713.2010869565217,126.66666666666667,0.13427991082067484,120.80311056083053
37,,proj,1724831469735,,2024,regular,nfl,season,2024-08-28 07:51:09.735,7296,,rotowire,,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['K', 'P']",Brandon,,,,,Wright,1608084051876.0,P,,,,3.0,1116853363930038272,,,,,,,,,,,,,,,,,,4598.100377258566,,,,,
38,,proj,1724831464115,,2024,regular,nfl,season,2024-08-28 07:51:04.115,3008,,rotowire,,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['K', 'P']",Matt,,,,,Wile,1573398945564.0,P,,,,7.0,1116852828967534592,,,,,,,,,,,,,,,,,,4598.100377258566,,,,,
39,,proj,1724831464053,,2024,regular,nfl,season,2024-08-28 07:51:04.053,2818,,rotowire,,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['K', 'P']",Michael,,,,,Palardy,1692556807144.0,P,,,,9.0,1116852822495723520,,,,,,,,,,,,,,,,,,4598.100377258566,,,,,
40,,proj,1724831464000,,2024,regular,nfl,season,2024-08-28 07:51:04.000,2650,,rotowire,,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['K', 'P']",Ty,,,,,Long,1570049419410.0,P,,,,7.0,1116852817726799872,,,,,,,,,,,,,,,,,,4598.100377258566,,,,,
41,,proj,1724831466173,,2024,regular,nfl,season,2024-08-28 07:51:06.173,4984,BUF,rotowire,,1.5,999.0,2.6,21.7,21.0,21.7,20.2,1.7,22.2,999.0,20.2,64.64,4.0,18.0,1.0,560.0,362.0,403.5,14.0,27.0,4035.0,358.4,358.4,358.4,111.0,55.0,9.0,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['QB'],Josh,,,,,Allen,1724136922652.0,QB,BUF,,,6.0,1113708755175895040,2018,,,,,,,,,,,,,,316.49,283.68,74.71999999999997,4598.100377258566,-42.89090909090908,5503.577170562772,276.8104347826087,0.5448181398098325,321.2619099322408
42,,proj,1724831469107,,2024,regular,nfl,season,2024-08-28 07:51:09.107,6904,PHI,rotowire,,4.4,999.0,4.2,29.5,28.1,29.5,31.3,7.3,34.7,999.0,31.3,65.52,3.0,18.0,1.0,493.0,323.0,361.4,11.0,23.0,3614.0,352.46,352.46,352.46,151.0,64.9,11.0,649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['QB'],Jalen,,,,,Hurts,1724860563209.0,QB,PHI,,,4.0,1113708715887849472,2020,,,,,,,,,,,,,,316.49,283.68,68.77999999999997,4598.100377258566,-42.89090909090908,5503.577170562772,276.8104347826087,0.5448181398098325,318.0256901817704
43,,proj,1724831464910,,2024,regular,nfl,season,2024-08-28 07:51:04.910,4046,KC,rotowire,,3.3,999.0,1.4,18.7,18.5,18.7,32.8,2.5,30.7,999.0,32.8,67.58,4.0,18.0,1.0,583.0,394.0,440.1,12.0,33.0,4401.0,337.04,337.04,337.04,67.0,35.0,2.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['QB'],Patrick,,,,,Mahomes,1724086846847.0,QB,KC,,,7.0,1113708747563233280,2017,,,,,,,,,,,,,,316.49,283.68,53.360000000000014,4598.100377258566,-42.89090909090908,5503.577170562772,276.8104347826087,0.5448181398098325,309.6245944659028
44,,proj,1724831466030,,2024,regular,nfl,season,2024-08-28 07:51:06.030,4881,BAL,rotowire,,7.8,999.0,6.1,34.1,33.1,34.1,36.3,11.6,34.4,999.0,36.3,65.73,3.0,18.0,1.0,464.0,305.0,351.6,10.0,25.0,3516.0,336.74,336.74,336.74,144.0,80.1,5.0,801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['QB'],Lamar,,,,,Jackson,1724348751875.0,QB,BAL,,,6.0,1113708872868065281,2018,,,,,,,,,,,,,,316.49,283.68,53.06,4598.100377258566,-42.89090909090908,5503.577170562772,276.8104347826087,0.5448181398098325,309.4611490239599
45,,proj,1724831472658,,2024,regular,nfl,season,2024-08-28 07:51:12.658,9758,HOU,rotowire,,8.0,999.0,3.1,23.8,22.5,23.8,46.2,6.8,41.4,999.0,46.2,64.59,3.0,18.0,1.0,579.0,374.0,436.7,12.0,33.0,4367.0,322.18,322.18,322.18,46.0,19.5,2.0,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['QB'],C.J.,,,,,Stroud,1724517620539.0,QB,HOU,,,1.0,1113708785806897152,2023,,,,,,,,,,,,,,316.49,283.68,38.5,4598.100377258566,-42.89090909090908,5503.577170562772,276.8104347826087,0.5448181398098325,301.5285969083287
46,,proj,1724831472556,,2024,regular,nfl,season,2024-08-28 07:51:12.556,9229,IND,rotowire,,14.6,999.0,13.0,52.3,52.7,52.3,53.7,22.1,56.0,999.0,53.7,61.72,3.0,18.0,1.0,478.0,295.0,334.9,12.0,19.0,3349.0,325.96,325.96,325.96,165.0,78.0,9.0,780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['QB'],Anthony,,,,,Richardson,1724425207400.0,QB,IND,,,1.0,1113708777544118273,2023,,,,,,,,,,,,,,316.49,283.68,42.27999999999997,4598.100377258566,-42.89090909090908,5503.577170562772,276.8104347826087,0.5448181398098325,303.5880094768099
47,,proj,1724831468874,,2024,regular,nfl,season,2024-08-28 07:51:08.874,6770,CIN,rotowire,,15.6,999.0,9.4,54.3,54.2,54.3,62.3,18.0,61.2,999.0,62.3,67.51,4.0,18.0,1.0,594.0,401.0,422.7,12.0,31.0,4227.0,305.48,305.48,305.48,53.0,18.4,2.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['QB'],Joe,,,,,Burrow,1724368255584.0,QB,CIN,,,4.0,1113708804110839808,2020,,,,,,,,,,,,,,316.49,283.68,21.80000000000001,4598.100377258566,-42.89090909090908,5503.577170562772,276.8104347826087,0.5448181398098325,292.4301339735045
48,,proj,1724831467477,,2024,regular,nfl,season,2024-08-28 07:51:07.477,5849,ARI,rotowire,,21.4,999.0,23.7,87.2,90.7,87.2,69.9,39.2,78.1,999.0,69.9,64.55,3.0,18.0,1.0,536.0,346.0,379.0,12.0,22.0,3790.0,310.8,310.8,310.8,101.0,57.2,5.0,572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['QB'],Kyler,,,,,Murray,1724162122722.0,QB,ARI,,,5.0,1113708849644204032,2019,,,,,,,,,,,,,,316.49,283.68,27.120000000000005,4598.100377258566,-42.89090909090908,5503.577170562772,276.8104347826087,0.5448181398098325,295.32856647729284
49,,proj,1724831464336,,2024,regular,nfl,season,2024-08-28 07:51:04.336,3294,DAL,rotowire,,19.1,999.0,35.0,106.6,103.8,106.6,76.6,45.4,71.2,999.0,76.6,67.51,3.0,18.0,1.0,551.0,372.0,402.8,11.0,30.0,4028.0,300.32,300.32,300.32,53.0,22.2,2.0,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['QB'],Dak,,,,,Prescott,1724528422451.0,QB,DAL,,,8.0,1113708854606065664,2016,,,,,,,,,,,,,,316.49,283.68,16.639999999999986,4598.100377258566,-42.89090909090908,5503.577170562772,276.8104347826087,0.5448181398098325,289.6188723720858
50,,proj,1724831468933,,2024,regular,nfl,season,2024-08-28 07:51:08.933,6804,GB,rotowire,,25.6,999.0,17.3,70.2,65.3,70.2,82.5,27.4,80.4,999.0,82.5,64.64,3.0,18.0,1.0,543.0,351.0,392.7,12.0,28.0,3927.0,292.68,292.68,292.68,45.0,21.6,3.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['QB'],Jordan,,,,,Love,1724518820947.0,QB,GB,,,4.0,1113708802567335936,2020,,,,,,,,,,,,,,316.49,283.68,9.0,4598.100377258566,-42.89090909090908,5503.577170562772,276.8104347826087,0.5448181398098325,285.45646178393866
51,,proj,1724831471271,,2024,regular,nfl,season,2024-08-28 07:51:11.271,8183,SF,rotowire,,29.8,999.0,31.0,103.1,97.1,103.1,97.5,49.0,90.2,999.0,97.5,67.4,3.0,18.0,1.0,497.0,335.0,401.1,11.0,30.0,4011.0,293.74,293.74,293.74,39.0,16.3,2.0,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['QB'],Brock,,,,,Purdy,1724512520500.0,QB,SF,,,2.0,1113708879658643456,2022,,,,,,,,,,,,,,316.49,283.68,10.060000000000002,4598.100377258566,-42.89090909090908,5503.577170562772,276.8104347826087,0.5448181398098325,286.03396901213705
52,,proj,1724831461485,,2024,regular,nfl,season,2024-08-28 07:51:01.485,11560,CHI,rotowire,,38.6,999.0,11.7,50.6,51.3,50.6,99.4,28.7,101.4,999.0,99.4,63.67,3.0,18.0,1.0,545.0,347.0,386.2,14.0,25.0,3862.0,283.68,283.68,283.68,68.0,29.2,3.0,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['QB'],Caleb,,,,,Williams,1724251234021.0,QB,CHI,,,0.0,1113708762750808064,2024,,,,,,,,,,,,,,316.49,283.68,0.0,4598.100377258566,-42.89090909090908,5503.577170562772,276.8104347826087,0.5448181398098325,280.55309852565017
53,,proj,1724831464895,,2024,regular,nfl,season,2024-08-28 07:51:04.895,4034,SF,rotowire,,2.8,999.0,15.4,6.5,4.8,6.5,1.5,4.8,1.2,999.0,1.5,,2.0,18.0,,,,,,,,298.6,332.6,264.6,256.0,122.9,11.0,1229.0,68.0,68.0,13.6,20.4,13.6,6.8,6.8,13.6,53.7,4.0,537.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],Christian,Calf,,,Questionable,McCaffrey,1724704543653.0,RB,SF,,,7.0,1113708880413618176,2017,,,,,,,,,,,,,,198.15,157.0,141.60000000000002,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,221.09467849336897
54,,proj,1724831472622,,2024,regular,nfl,season,2024-08-28 07:51:12.622,9509,ATL,rotowire,,13.5,999.0,12.5,4.6,6.7,4.6,6.1,10.8,6.5,999.0,6.1,,2.0,18.0,,,,,,,,236.7,264.7,208.7,247.0,110.9,8.0,1109.0,56.0,56.0,11.2,16.8,11.2,5.6,5.6,11.2,41.8,2.0,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],Bijan,,,,,Robinson,1724341842539.0,RB,ATL,,,1.0,1113708865150545921,2023,,,,,,,,,,,,,,198.15,157.0,79.69999999999999,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,198.45768432108758
55,,proj,1724831471226,,2024,regular,nfl,season,2024-08-28 07:51:11.226,8155,NYJ,rotowire,,12.3,999.0,16.0,7.3,7.2,7.3,8.6,13.6,8.8,999.0,8.6,,2.0,18.0,,,,,,,,254.7,282.2,227.2,270.0,122.4,9.0,1224.0,55.0,55.0,11.0,16.5,11.0,5.5,5.5,11.0,40.8,2.0,408.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],Breece,,,,,Hall,1724340943419.0,RB,NYJ,,,2.0,1113708746330107905,2022,,,,,,,,,,,,,,198.15,157.0,97.69999999999999,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,205.04033206100786
56,,proj,1724831472541,,2024,regular,nfl,season,2024-08-28 07:51:12.541,9221,DET,rotowire,,18.8,999.0,18.6,9.7,10.9,9.7,10.3,15.6,12.7,999.0,10.3,,1.0,18.0,,,,,,,,208.7,235.2,182.2,191.0,90.5,7.0,905.0,53.0,53.0,10.6,15.9,10.6,5.3,5.3,10.6,39.7,2.0,397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],Jahmyr,Leg,,,Questionable,Gibbs,1724690143885.0,RB,DET,,,1.0,1113708815989108736,2023,,,,,,,,,,,,,,198.15,157.0,51.69999999999999,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,188.21801005898936
57,,proj,1724831468953,,2024,regular,nfl,season,2024-08-28 07:51:08.953,6813,IND,rotowire,,23.9,999.0,26.6,14.3,14.0,14.3,11.8,20.0,13.9,999.0,11.8,,2.0,18.0,,,,,,,,226.8,242.8,210.8,266.0,122.4,10.0,1224.0,32.0,32.0,6.4,9.6,6.4,3.2,3.2,6.4,24.4,1.0,244.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],Jonathan,,,,,Taylor,1724425806898.0,RB,IND,,,4.0,1113708779398000640,2020,,,,,,,,,,,,,,198.15,157.0,69.80000000000001,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,194.83722806413147
58,,proj,1724831466022,,2024,regular,nfl,season,2024-08-28 07:51:06.022,4866,PHI,rotowire,,22.5,999.0,34.7,19.5,17.7,19.5,12.1,21.9,12.6,999.0,12.1,,2.0,18.0,,,,,,,,219.8,240.8,198.8,261.0,115.7,7.0,1157.0,42.0,42.0,8.4,12.6,8.4,4.2,4.2,8.4,31.1,2.0,311.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],Saquon,,,,,Barkley,1724260832039.0,RB,PHI,,,6.0,1113708717460713472,2018,,,,,,,,,,,,,,198.15,157.0,62.80000000000001,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,192.27730949860688
59,,proj,1724831470141,,2024,regular,nfl,season,2024-08-28 07:51:10.141,7543,JAX,rotowire,,30.7,999.0,31.6,17.4,15.3,17.4,16.3,23.3,18.4,999.0,16.3,,2.0,18.0,,,,,,,,203.5,226.0,181.0,249.0,103.2,7.0,1032.0,45.0,45.0,9.0,13.5,9.0,4.5,4.5,9.0,33.8,1.0,338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],Travis,,,,,Etienne,1724509520552.0,RB,JAX,,,3.0,1113708891692101632,2021,,,,,,,,,,,,,,198.15,157.0,46.5,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,186.31635626745685
60,,proj,1724831471217,,2024,regular,nfl,season,2024-08-28 07:51:11.217,8150,LAR,rotowire,,28.4,999.0,38.7,22.8,23.8,22.8,17.8,26.1,16.9,999.0,17.8,,2.0,18.0,,,,,,,,209.0,226.5,191.5,242.0,107.5,9.0,1075.0,35.0,35.0,7.0,10.5,7.0,3.5,3.5,7.0,26.0,1.0,260.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],Kyren,,,,,Williams,1724807459855.0,RB,LAR,,,2.0,1113708701824348160,2022,,,,,,,,,,,,,,198.15,157.0,52.0,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,188.32772085465473
61,,proj,1724831464211,,2024,regular,nfl,season,2024-08-28 07:51:04.211,3198,BAL,rotowire,,34.4,999.0,69.5,49.9,47.0,49.9,18.6,47.8,20.5,999.0,18.6,,1.0,18.0,,,,,,,,213.7,223.7,203.7,251.0,117.2,11.0,1172.0,20.0,20.0,4.0,6.0,4.0,2.0,2.0,4.0,14.5,1.0,145.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],Derrick,,,,,Henry,1724246131213.0,RB,BAL,,,8.0,1113708869839777793,2016,,,,,,,,,,,,,,198.15,157.0,56.69999999999999,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,190.04652332007834
62,,proj,1724831472551,,2024,regular,nfl,season,2024-08-28 07:51:12.551,9226,MIA,rotowire,,44.2,999.0,41.9,25.0,26.0,25.0,23.0,34.8,25.0,999.0,23.0,,1.0,18.0,,,,,,,,204.9,228.4,181.4,180.0,93.0,7.0,930.0,47.0,47.0,9.4,14.1,9.4,4.7,4.7,9.4,36.4,2.0,364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],De'Von,,,,,Achane,1723995634908.0,RB,MIA,,,1.0,1113708739082350592,2023,,,,,,,,,,,,,,198.15,157.0,47.900000000000006,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,186.8283399805618
63,,proj,1724831467478,,2024,regular,nfl,season,2024-08-28 07:51:07.478,5850,GB,rotowire,,41.3,999.0,53.6,31.8,30.4,31.8,24.0,33.0,27.5,999.0,24.0,,1.0,18.0,,,,,,,,202.0,220.0,184.0,238.0,106.0,8.0,1060.0,36.0,36.0,7.2,10.8,7.2,3.6,3.6,7.2,26.0,1.0,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],Josh,,,,,Jacobs,1724544624908.0,RB,GB,,,5.0,1113708798746324992,2019,,,,,,,,,,,,,,198.15,157.0,45.0,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,185.76780228913017
64,,proj,1724831471312,,2024,regular,nfl,season,2024-08-28 07:51:11.312,8205,KC,rotowire,,45.6,999.0,54.9,33.0,31.4,33.0,27.4,36.2,27.6,999.0,27.4,,1.0,18.0,,,,,,,,215.4,236.9,193.9,230.0,104.1,8.0,1041.0,43.0,43.0,8.6,12.9,8.6,4.3,4.3,8.6,31.8,2.0,318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],Isiah,,,,,Pacheco,1724363154780.0,RB,KC,,,2.0,1113708748368539649,2022,,,,,,,,,,,,,,198.15,157.0,58.400000000000006,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,190.6682178288486
65,,proj,1724831471191,,2024,regular,nfl,season,2024-08-28 07:51:11.191,8136,TB,rotowire,,48.0,999.0,55.5,37.3,38.0,37.3,37.6,39.5,38.5,999.0,37.6,,2.0,18.0,,,,,,,,194.3,219.3,169.3,215.0,88.3,6.0,883.0,50.0,50.0,10.0,15.0,10.0,5.0,5.0,10.0,37.0,2.0,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],Rachaad,,,,,White,1724511320753.0,RB,TB,,,2.0,1113708728990855168,2022,,,,,,,,,,,,,,198.15,157.0,37.30000000000001,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,182.95189186705318
66,,proj,1724831471195,,2024,regular,nfl,season,2024-08-28 07:51:11.195,8138,BUF,rotowire,,58.8,999.0,59.1,41.4,39.7,41.4,40.2,53.2,41.1,999.0,40.2,,1.0,18.0,,,,,,,,181.7,201.7,161.7,203.0,90.8,5.0,908.0,40.0,40.0,8.0,12.0,8.0,4.0,4.0,8.0,30.9,2.0,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],James,,,,,Cook,1724860563144.0,RB,BUF,,,2.0,1113708758887854080,2022,,,,,,,,,,,,,,198.15,157.0,24.69999999999999,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,178.34403844910895
67,,proj,1724831464883,,2024,regular,nfl,season,2024-08-28 07:51:04.883,4018,HOU,rotowire,,63.7,999.0,79.8,59.1,57.2,59.1,43.2,63.4,47.7,999.0,43.2,,1.0,18.0,,,,,,,,180.8,199.8,161.8,227.0,94.1,6.0,941.0,38.0,38.0,7.6,11.4,7.6,3.8,3.8,7.6,27.7,1.0,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],Joe,,,,,Mixon,1724518220752.0,RB,HOU,,,7.0,1113708785504907264,2017,,,,,,,,,,,,,,198.15,157.0,23.80000000000001,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,178.01490606211297
68,,proj,1724831471218,,2024,regular,nfl,season,2024-08-28 07:51:11.218,8151,SEA,rotowire,,62.5,999.0,51.8,31.1,35.4,31.1,45.1,43.6,50.6,999.0,45.1,,1.0,18.0,,,,,,,,181.1,196.6,165.6,231.0,97.0,7.0,970.0,31.0,31.0,6.2,9.3,6.2,3.1,3.1,6.2,22.6,1.0,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],Kenneth,,,,,Walker,1724362855631.0,RB,SEA,,,2.0,1113708720732270592,2022,,,,,,,,,,,,,,198.15,157.0,24.099999999999994,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,178.12461685777828
69,,proj,1724831464896,,2024,regular,nfl,season,2024-08-28 07:51:04.896,4035,NO,rotowire,,63.6,999.0,87.7,69.5,63.2,69.5,50.9,71.9,48.0,999.0,50.9,,1.0,18.0,,,,,,,,177.4,205.9,148.9,177.0,72.8,4.0,728.0,57.0,57.0,11.4,17.1,11.4,5.7,5.7,11.4,42.1,2.0,421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],Alvin,,,,,Kamara,1724607632875.0,RB,NO,,,7.0,1113708687463051264,2017,,,,,,,,,,,,,,198.15,157.0,20.400000000000006,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,176.77151704457248
70,,proj,1724831465135,,2024,regular,nfl,season,2024-08-28 07:51:05.135,4199,MIN,rotowire,,74.8,999.0,106.9,85.6,84.0,85.6,55.8,83.1,58.8,999.0,55.8,,1.0,18.0,,,,,,,,179.2,197.2,161.2,203.0,88.5,6.0,885.0,36.0,36.0,7.2,10.8,7.2,3.6,3.6,7.2,26.7,2.0,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],Aaron,,,,,Jones,1723914920214.0,RB,MIN,,,7.0,1113708707763482624,2017,,,,,,,,,,,,,,198.15,157.0,22.19999999999999,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,177.4297818185645
71,,proj,1724831465043,,2024,regular,nfl,season,2024-08-28 07:51:05.043,4137,ARI,rotowire,,84.1,999.0,121.4,101.6,100.8,101.6,59.7,110.4,62.5,999.0,59.7,,1.0,18.0,,,,,,,,175.3,191.8,158.8,204.0,88.2,7.0,882.0,33.0,33.0,6.6,9.9,6.6,3.3,3.3,6.6,24.6,1.0,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],James,,,,,Conner,1724861763166.0,RB,ARI,,,7.0,1113708844774617089,2017,,,,,,,,,,,,,,198.15,157.0,18.30000000000001,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,176.0035414749151
72,,proj,1724831467547,,2024,regular,nfl,season,2024-08-28 07:51:07.547,5892,DET,rotowire,,82.7,999.0,97.9,76.1,76.4,76.1,62.8,89.4,65.8,999.0,62.8,,1.0,18.0,,,,,,,,176.3,187.3,165.3,206.0,91.3,9.0,913.0,22.0,22.0,4.4,6.6,4.4,2.2,2.2,4.4,16.0,1.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,['RB'],David,,,,,Montgomery,1724861763185.0,RB,DET,,,5.0,1113708809991254017,2019,,,,,,,,,,,,,,198.15,157.0,19.30000000000001,4598.100377258566,-26.47911111111111,2651.024017373737,176.40916666666666,0.3657026522177931,176.3692441271329
